PP,Blok,Condition,timestamp,SnMouseAct,SnLeftClicked,SnRightClicked,SnDoubleClicked,SnWheel,SnDragged,SnMouseDistance,SnKeyStrokes,SnChars,SnSpecialKeys,SnDirectionKeys,SnErrorKeys,SnShortcutKeys,SnSpaces,SnAppChange,SnTabfocusChange,,
PP5,2,T,20120926T105100000,41,17,0,0,6,9,2652.231679916790,45,15,30,0,0,10,4,16,9,,
PP5,2,T,20120926T105200000,33,15,0,0,4,7,16072.391753144700,107,72,35,1,10,0,13,6,2,,
PP5,2,T,20120926T105300000,24,8,0,0,6,5,13118.787956565100,81,62,19,0,4,2,10,1,4,,
PP5,2,T,20120926T105400000,32,12,0,0,12,4,17969.221380826500,53,26,27,0,18,0,5,2,2,,
PP5,2,T,20120926T105500000,30,15,0,1,8,3,1781.495028757100,73,52,21,0,8,2,8,5,3,,
PP5,2,T,20120926T105600000,23,15,0,0,0,4,14446.203449676600,83,19,64,2,42,8,5,3,0,,
PP5,2,T,20120926T105700000,57,25,0,0,22,5,3569.432168979030,51,12,39,1,19,11,3,10,3,,
PP5,2,T,20120926T105800000,31,15,1,0,7,4,18168.669025398800,15,9,6,0,0,3,0,5,6,,
PP5,2,T,20120926T105900000,21,12,0,0,5,2,12904.926373582600,2,0,2,0,1,1,0,3,6,,
PP5,2,T,20120926T110000000,30,24,0,1,1,2,10465.109861491600,59,22,37,2,16,4,6,4,1,,
PP5,2,T,20120926T110100000,6,2,0,0,2,1,3845.636347617630,4,0,4,0,0,1,0,2,0,,
PP5,2,T,20120926T110200000,17,12,0,0,5,0,12249.113418214600,123,63,60,0,18,1,11,9,9,,
PP5,2,T,20120926T110300000,26,20,0,2,4,0,12350.393215726600,2,0,2,0,0,0,0,5,4,,
PP5,2,T,20120926T110400000,39,15,0,0,2,11,2403.567030014220,11,0,11,0,0,0,0,3,0,,
PP5,2,T,20120926T110500000,32,14,0,0,5,6,25164.346314866900,62,40,22,0,5,2,3,6,7,,
PP5,3,R,20120926T111800000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP5,3,R,20120926T111900000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP5,3,R,20120926T112000000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP5,3,R,20120926T112100000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP5,3,R,20120926T112200000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP5,3,R,20120926T112300000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP5,3,I,20120926T112600000,19,5,0,2,12,0,9564.610509238280,15,12,3,0,0,0,1,5,3,,
PP5,3,I,20120926T112700000,18,13,0,0,5,0,9401.380735430930,77,58,19,0,3,0,4,3,5,,
PP5,3,I,20120926T112800000,21,9,0,0,6,3,6943.222803644540,4,0,4,0,0,2,0,3,2,,
PP5,3,I,20120926T112900000,15,12,0,0,0,1,7550.238852222610,50,27,23,0,2,4,2,12,6,,
PP5,3,I,20120926T113000000,20,12,0,0,4,2,8412.792366950240,16,0,16,0,0,4,0,13,3,,
PP5,3,I,20120926T113100000,28,10,0,0,16,1,16131.477214000300,7,0,7,0,1,0,0,6,6,,
PP5,3,I,20120926T113200000,32,18,0,0,4,5,18475.522423411900,33,4,29,0,19,2,1,2,2,,
PP5,3,I,20120926T113300000,35,16,0,1,2,8,16646.461493213000,80,43,37,2,11,4,2,9,0,,
PP5,3,I,20120926T113400000,27,15,0,0,10,1,16687.983059534500,9,0,9,0,0,2,0,6,6,,
PP5,3,I,20120926T113500000,37,18,0,1,10,4,21070.063964012400,18,0,18,0,1,7,0,5,4,,
PP5,3,I,20120926T113600000,34,14,1,0,9,5,18164.377327290700,36,5,31,5,8,4,1,7,3,,
PP5,3,I,20120926T113700000,50,19,0,2,19,5,31570.300192478500,30,0,30,1,6,8,0,7,2,,
PP5,3,I,20120926T113800000,47,27,0,3,5,6,18268.649900759800,44,1,43,1,7,1,4,6,3,,
PP5,3,I,20120926T113900000,59,31,0,0,11,8,29633.920965231600,38,9,29,0,9,1,1,5,6,,
PP5,3,I,20120926T114000000,13,13,0,0,0,0,4603.637215674790,143,99,44,0,17,2,19,2,3,,
PP5,3,I,20120926T114100000,21,8,0,0,11,1,12019.426326749700,41,22,19,0,10,0,3,8,3,,
PP5,3,I,20120926T114200000,18,14,0,0,2,1,12737.028466054600,45,30,15,0,6,0,1,5,8,,
PP5,3,I,20120926T114300000,22,15,0,1,4,1,11752.231947739100,58,40,18,1,5,0,1,9,10,,
PP5,3,I,20120926T114400000,9,6,0,0,1,1,4152.407427803820,83,55,28,1,10,0,4,8,10,,
PP5,3,I,20120926T114500000,18,4,0,0,14,0,12420.343783039500,42,31,11,0,1,0,2,3,6,,
PP5,3,I,20120926T114600000,15,9,0,0,0,3,9394.530836811480,36,17,19,0,0,0,3,17,3,,
PP5,3,I,20120926T114700000,14,9,0,1,4,0,8063.116226136980,77,61,16,1,3,0,5,2,6,,
PP5,3,I,20120926T114800000,12,5,0,0,5,1,5708.518923001330,2,0,2,0,0,0,0,2,4,,
PP5,3,I,20120926T114900000,40,23,0,1,2,7,179.668789176889,7,0,7,0,4,1,0,4,1,,
PP5,3,I,20120926T115000000,22,10,1,0,7,2,1007.988327533440,6,0,6,0,2,2,0,1,2,,
PP5,3,I,20120926T115100000,16,12,0,0,0,2,8600.877747875520,84,51,33,0,16,2,9,3,0,,
PP5,3,I,20120926T115200000,1,1,0,0,0,0,547.252227039781,107,66,41,0,25,0,10,6,2,,
PP5,3,I,20120926T115300000,42,25,3,2,0,6,2236.727451148830,47,20,27,12,7,2,1,11,4,,
PP5,3,I,20120926T115400000,29,17,0,4,4,2,1897.292392293340,54,27,27,0,2,1,3,14,7,,
PP5,3,I,20120926T115500000,17,10,0,0,0,3,996.313208426664,62,36,26,0,10,1,6,0,0,,
PP5,3,I,20120926T115600000,13,9,0,0,2,1,7960.953521428580,46,24,22,1,6,1,3,4,3,,
PP5,3,I,20120926T115700000,26,15,0,0,2,4,14632.086710253000,97,68,29,0,4,0,8,14,5,,
PP5,3,I,20120926T115800000,21,5,0,0,8,4,1228.029535792640,18,0,18,0,0,8,0,8,0,,
PP5,3,I,20120926T115900000,38,12,0,0,16,5,21617.569662921100,12,0,12,0,7,1,0,1,1,,
PP5,3,I,20120926T120000000,29,8,0,0,5,8,16822.524817254300,25,0,25,2,0,9,0,11,0,,
PP5,3,I,20120926T120100000,21,11,0,0,4,3,10261.499392630600,53,27,26,0,5,2,7,9,0,,
PP5,3,I,20120926T120200000,26,8,0,0,10,4,14526.966408823700,51,20,31,1,5,5,2,10,0,,
PP5,3,I,20120926T120300000,27,12,0,1,4,5,13929.853802970800,44,16,28,0,18,2,3,3,0,,
PP5,3,I,20120926T120400000,40,8,0,0,28,2,24786.682859948400,35,18,17,0,5,0,4,4,3,,
PP5,3,I,20120926T120500000,15,7,3,0,3,1,9114.402530805740,55,32,23,1,10,2,3,9,4,,
PP6,1,R,20121001T141400000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP6,1,R,20121001T141500000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP6,1,R,20121001T141600000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP6,1,R,20121001T141700000,1,0,0,0,0,0,9022.682527940340,0,0,0,0,0,0,0,0,0,,
PP6,1,R,20121001T141800000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP6,1,R,20121001T141900000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP6,1,N,20121001T142300000,5,5,0,0,0,0,2848.144260851850,80,53,27,2,9,0,3,9,3,,
PP6,1,N,20121001T142400000,16,8,0,0,4,2,8810.612418864630,32,17,15,1,4,3,4,4,7,,
PP6,1,N,20121001T142500000,29,2,0,0,27,0,17647.773612107000,10,0,10,2,0,0,0,5,2,,
PP6,1,N,20121001T142600000,9,2,0,0,7,0,5708.513445633840,28,22,6,0,0,0,4,0,2,,
PP6,1,N,20121001T142700000,19,9,1,0,3,3,11367.484057131800,10,6,4,0,0,1,0,2,2,,
PP6,1,N,20121001T142800000,7,1,0,0,4,1,33964.292687519800,61,46,15,0,6,0,4,0,4,,
PP6,1,N,20121001T142900000,5,2,0,1,2,0,27738.553509727800,14,11,3,0,0,0,0,0,3,,
PP6,1,N,20121001T143000000,9,1,0,0,8,0,4783.827252629050,1,0,1,1,0,0,0,0,2,,
PP6,1,N,20121001T143100000,13,5,0,2,6,0,901.600406142883,3,0,3,0,0,0,0,7,1,,
PP6,1,N,20121001T143200000,5,0,0,0,5,0,24981.758788115300,0,0,0,0,0,0,0,0,0,,
PP6,1,N,20121001T143300000,12,0,0,0,12,0,5763.668592796540,0,0,0,0,0,0,0,0,1,,
PP6,1,N,20121001T143400000,19,5,0,0,12,1,11710.639099280600,0,0,0,0,0,0,0,0,5,,
PP6,1,N,20121001T143500000,8,4,0,0,0,2,4805.258983032820,33,13,20,1,1,0,3,11,1,,
PP6,1,N,20121001T143600000,7,3,0,0,4,0,39374.655272942200,77,50,27,0,3,3,5,7,6,,
PP6,1,N,20121001T143700000,11,2,0,0,9,0,5417.334784108420,30,8,22,3,2,4,1,7,10,,
PP6,1,N,20121001T143800000,8,0,0,0,8,0,3520.217213492140,0,0,0,0,0,0,0,0,0,,
PP6,1,N,20121001T143900000,0,0,0,0,0,0,0.000000000000,56,32,24,0,1,0,6,10,2,,
PP6,1,N,20121001T144000000,7,5,0,0,0,1,39574.983456061600,66,14,52,18,14,2,7,3,1,,
PP6,1,N,20121001T144100000,1,0,0,0,1,0,3277.865158910590,130,87,43,5,8,2,16,3,4,,
PP6,1,N,20121001T144200000,3,1,0,0,0,1,1836.376200335500,66,23,43,8,4,6,7,12,8,,
PP6,1,N,20121001T144300000,22,15,0,0,1,3,16076.761789302100,101,64,37,0,3,15,10,5,21,,
PP6,1,N,20121001T144400000,49,7,1,1,36,2,3053.178849644790,65,20,45,3,7,13,3,4,20,,
PP6,1,N,20121001T144500000,47,16,0,1,6,12,3763.979328138520,17,5,12,5,1,5,0,5,3,,
PP6,1,N,20121001T144600000,43,22,0,2,5,7,2559.007313144600,23,0,23,8,0,6,0,9,6,,
PP6,1,N,20121001T144700000,25,20,0,0,3,1,18636.502642789100,20,0,20,7,8,3,0,12,8,,
PP6,1,N,20121001T144800000,22,13,1,2,0,3,1238.955851340150,54,4,50,17,8,5,0,6,7,,
PP6,1,N,20121001T144900000,51,28,1,4,0,9,38556.617896253700,25,0,25,8,5,2,0,9,4,,
PP6,1,N,20121001T145000000,18,7,0,0,9,1,10251.481799438200,60,26,34,2,2,2,3,13,3,,
PP6,1,N,20121001T145100000,26,10,0,2,6,4,13603.816657665200,65,14,51,30,4,3,1,4,0,,
PP6,1,N,20121001T145200000,5,2,0,0,1,1,3062.561798353930,62,25,37,4,6,2,7,7,1,,
PP6,1,N,20121001T145300000,15,6,0,4,1,2,12503.101790802000,107,66,41,0,12,0,9,14,1,,
PP6,1,N,20121001T145400000,9,4,0,4,1,0,6773.057038343660,73,48,25,0,3,0,9,12,3,,
PP6,1,N,20121001T145500000,13,0,0,0,13,0,77159.178590738300,172,115,57,0,14,0,26,11,1,,
PP6,1,N,20121001T145600000,1,0,0,0,1,0,7754.069899091700,40,27,13,0,2,0,6,4,1,,
PP6,1,N,20121001T145700000,7,4,0,0,1,1,4099.045082407410,58,29,29,1,3,2,6,15,1,,
PP6,1,N,20121001T145800000,14,2,0,0,12,0,8770.391351290360,63,40,23,2,4,0,6,6,2,,
PP6,1,N,20121001T145900000,10,0,0,0,10,0,6620.800669669620,0,0,0,0,0,0,0,0,0,,
PP6,1,N,20121001T150000000,6,0,0,0,6,0,33307.707765208900,3,0,3,0,0,0,0,3,2,,
PP6,1,N,20121001T150100000,4,1,0,0,3,0,239.777956676946,11,4,7,0,0,0,1,4,1,,
PP6,1,N,20121001T150200000,9,1,0,0,6,1,4284.734871105420,107,63,44,3,15,1,17,3,0,,
PP6,1,N,20121001T150300000,20,13,0,0,1,3,10634.643771148000,126,85,41,0,13,0,17,4,1,,
PP6,1,N,20121001T150400000,14,2,0,0,8,2,9085.520596940310,132,67,65,20,15,0,19,2,0,,
PP6,2,R,20121001T151900000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP6,2,R,20121001T152000000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP6,2,R,20121001T152100000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP6,2,R,20121001T152200000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP6,2,R,20121001T152300000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP6,2,R,20121001T152400000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP6,2,I,20121001T152600000,0,0,0,0,0,0,0.000000000000,90,49,41,6,1,2,9,6,2,,
PP6,2,I,20121001T152700000,0,0,0,0,0,0,0.000000000000,220,153,67,6,22,0,32,0,0,,
PP6,2,I,20121001T152800000,0,0,0,0,0,0,0.000000000000,185,135,50,0,11,0,32,1,0,,
PP6,2,I,20121001T152900000,39,1,0,0,38,0,1980.511199433940,1,0,1,0,0,0,0,0,2,,
PP6,2,I,20121001T153000000,14,5,0,1,6,1,5458.508573940550,62,45,17,2,5,0,6,0,7,,
PP6,2,I,20121001T153100000,2,2,0,0,0,0,10410.396058357500,32,17,15,0,5,0,7,2,2,,
PP6,2,I,20121001T153200000,13,5,0,0,6,1,6838.976788685450,37,30,7,3,0,0,3,0,7,,
PP6,2,I,20121001T153300000,7,2,1,0,4,0,4935.404623576660,163,112,51,0,14,1,21,7,2,,
PP6,2,I,20121001T153400000,4,2,0,2,0,0,19653.065878451600,196,135,61,6,15,2,30,8,5,,
PP6,2,I,20121001T153500000,16,1,0,0,15,0,8528.065287115680,2,0,2,1,0,1,0,0,3,,
PP6,2,I,20121001T153600000,11,2,0,0,9,0,6901.626159077360,181,125,56,0,14,0,32,3,2,,
PP6,2,I,20121001T153700000,0,0,0,0,0,0,0.000000000000,199,144,55,0,20,0,28,0,0,,
PP6,2,I,20121001T153800000,12,0,0,0,12,0,7015.929304550800,129,78,51,4,6,0,15,8,1,,
PP6,2,I,20121001T153900000,4,3,0,1,0,0,863.139326765387,156,103,53,0,21,1,22,4,1,,
PP6,2,I,20121001T154000000,17,4,0,1,12,0,8664.675493615840,38,12,26,1,5,0,2,7,1,,
PP6,2,I,20121001T154100000,12,5,0,0,7,0,7000.313071025960,53,39,14,2,4,0,2,0,3,,
PP6,2,I,20121001T154200000,18,4,1,0,13,0,9893.920076671960,1,0,1,0,0,0,0,0,3,,
PP6,2,I,20121001T154300000,20,7,0,0,9,2,11599.119851364300,8,0,8,0,0,2,0,4,6,,
PP6,2,I,20121001T154400000,12,9,0,2,0,0,5639.779244981190,67,23,44,5,8,8,2,10,3,,
PP6,2,I,20121001T154500000,14,9,0,2,3,0,6124.733506787430,82,37,45,0,1,2,11,15,8,,
PP6,2,I,20121001T154600000,12,7,0,3,0,1,34632.333414470500,126,78,48,0,10,0,18,6,0,,
PP6,2,I,20121001T154700000,16,9,0,3,0,2,4499.542046678850,154,98,56,0,11,1,21,11,2,,
PP6,2,I,20121001T154800000,14,5,0,0,7,1,69711.706593119900,9,0,9,0,0,1,0,5,4,,
PP6,2,I,20121001T154900000,19,10,0,1,4,2,1283.349072353410,127,81,46,7,6,1,17,3,1,,
PP6,2,I,20121001T155000000,15,5,0,1,5,2,12223.736871702000,136,87,49,5,19,0,16,1,2,,
PP6,2,I,20121001T155100000,32,16,0,0,2,7,25309.364643309200,35,21,14,0,0,3,1,2,13,,
PP6,2,I,20121001T155200000,44,19,0,0,4,10,3789.686846436250,40,17,23,2,2,2,4,6,6,,
PP6,2,I,20121001T155300000,16,9,0,1,2,2,12173.958110444700,32,0,32,0,11,10,0,8,18,,
PP6,2,I,20121001T155400000,24,10,0,1,5,4,15388.226926691200,50,13,37,9,3,4,4,6,11,,
PP6,2,I,20121001T155500000,32,17,0,0,2,6,22971.941286082000,12,0,12,0,0,3,0,9,6,,
PP6,2,I,20121001T155600000,36,19,0,1,10,3,20778.508519366200,61,23,38,3,12,5,6,10,6,,
PP6,2,I,20121001T155700000,11,8,0,1,0,1,36031.590137463600,191,123,68,0,20,3,29,4,2,,
PP6,2,I,20121001T155800000,6,5,0,1,0,0,2249.292756174150,147,105,42,0,13,0,14,6,2,,
PP6,2,I,20121001T155900000,37,17,1,4,3,6,20398.671528954900,80,48,32,1,5,2,5,10,3,,
PP6,2,I,20121001T160000000,25,17,0,4,0,2,15460.918662967800,65,38,27,0,8,3,4,7,0,,
PP6,2,I,20121001T160100000,25,19,0,5,1,0,1160.429644542800,16,2,14,0,4,0,2,10,1,,
PP6,2,I,20121001T160200000,10,7,1,2,0,0,3775.263989134370,139,89,50,0,5,0,21,6,1,,
PP6,2,I,20121001T160300000,7,5,0,1,1,0,20203.398842124800,151,86,65,0,11,1,23,13,0,,
PP6,2,I,20121001T160400000,64,20,2,7,23,6,3838.246835501780,9,0,9,0,1,2,0,11,8,,
PP6,2,I,20121001T160500000,44,19,0,4,7,7,3563.205614498500,40,20,20,13,1,0,3,2,1,,
PP6,3,R,20121001T161900000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP6,3,R,20121001T162000000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP6,3,R,20121001T162100000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP6,3,R,20121001T162200000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP6,3,R,20121001T162300000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP6,3,R,20121001T162400000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP6,3,T,20121001T162700000,0,0,0,0,0,0,0.000000000000,2,0,2,0,0,0,0,3,0,,
PP6,3,T,20121001T162800000,0,0,0,0,0,0,0.000000000000,171,121,50,0,16,0,22,1,0,,
PP6,3,T,20121001T162900000,0,0,0,0,0,0,0.000000000000,270,204,66,0,10,0,48,0,0,,
PP6,3,T,20121001T163000000,0,0,0,0,0,0,0.000000000000,245,180,65,0,20,0,39,0,0,,
PP6,3,T,20121001T163100000,0,0,0,0,0,0,0.000000000000,191,137,54,0,15,0,32,0,0,,
PP6,3,T,20121001T163200000,4,3,1,0,0,0,2399.377242233690,176,130,46,1,15,0,24,2,1,,
PP6,3,T,20121001T163300000,0,0,0,0,0,0,0.000000000000,238,158,80,0,36,0,38,0,0,,
PP6,3,T,20121001T163400000,0,0,0,0,0,0,0.000000000000,143,95,48,0,23,0,21,0,0,,
PP6,3,T,20121001T163500000,0,0,0,0,0,0,0.000000000000,113,79,34,0,11,0,17,0,0,,
PP6,3,T,20121001T163600000,0,0,0,0,0,0,0.000000000000,163,120,43,0,16,0,22,0,0,,
PP6,3,T,20121001T163700000,2,2,0,0,0,0,8676.376053608730,124,82,42,0,7,1,19,6,3,,
PP6,3,T,20121001T163800000,5,2,0,0,3,0,36775.892250956100,43,28,15,2,5,0,5,1,4,,
PP6,3,T,20121001T163900000,19,1,0,0,16,1,13646.544924001100,4,0,4,0,0,2,0,2,0,,
PP6,3,T,20121001T164000000,18,8,0,0,4,3,10111.819554861500,95,18,77,53,13,3,0,5,6,,
PP6,3,T,20121001T164100000,40,13,0,2,19,3,21168.562320004400,13,0,13,2,2,3,0,11,3,,
PP6,3,T,20121001T164200000,49,17,0,0,4,14,18847.898602052400,29,13,16,0,0,5,0,8,8,,
PP6,3,T,20121001T164300000,30,14,0,0,0,8,8415.076465404450,78,33,45,6,5,1,5,12,5,,
PP6,3,T,20121001T164400000,10,6,0,0,0,2,3461.935420281620,90,34,56,14,5,1,7,11,1,,
PP6,3,T,20121001T164500000,20,10,0,0,0,5,7399.371192656510,89,43,46,2,12,1,3,13,0,,
PP6,3,T,20121001T164600000,18,9,0,0,3,3,7361.346275631260,89,47,42,2,7,2,6,8,5,,
PP6,3,T,20121001T164700000,23,10,0,4,1,4,7537.497144996310,92,40,52,0,5,1,6,18,4,,
PP6,3,T,20121001T164800000,27,13,0,2,2,5,13159.183190718300,59,23,36,0,6,2,4,9,0,,
PP6,3,T,20121001T164900000,23,11,1,1,10,0,13608.800262910200,29,13,16,1,0,1,2,4,1,,
PP6,3,T,20121001T165000000,24,13,0,1,2,4,13668.315786125800,32,16,16,2,0,0,5,5,2,,
PP6,3,T,20121001T165100000,7,5,0,1,1,0,51114.503525514500,149,88,61,13,13,2,23,0,0,,
PP6,3,T,20121001T165200000,24,11,0,4,5,2,12187.270207036700,101,52,49,3,10,2,6,9,0,,
PP7,1,R,20121002T132300000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP7,1,R,20121002T132400000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP7,1,R,20121002T132500000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP7,1,R,20121002T132600000,1,0,0,0,0,0,10974.297244015200,0,0,0,0,0,0,0,0,0,,
PP7,1,R,20121002T132700000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP7,1,R,20121002T132800000,1,0,0,0,0,0,9475.230867899730,0,0,0,0,0,0,0,0,0,,
PP7,1,N,20121002T133100000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP7,1,N,20121002T133200000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP7,1,N,20121002T133300000,7,2,0,2,0,1,3183.931234093010,0,0,0,0,0,0,0,3,0,,
PP7,1,N,20121002T133400000,11,8,0,3,0,0,6768.578558701140,0,0,0,0,0,0,0,6,5,,
PP7,1,N,20121002T133500000,5,1,0,0,4,0,2711.784275277750,0,0,0,0,0,0,0,0,1,,
PP7,1,N,20121002T133600000,5,1,0,0,4,0,2908.913796351620,0,0,0,0,0,0,0,1,0,,
PP7,1,N,20121002T133700000,35,3,0,1,31,0,17316.383518902900,36,28,8,0,0,0,5,1,0,,
PP7,1,N,20121002T133800000,0,0,0,0,0,0,0.000000000000,235,134,101,0,77,0,20,0,0,,
PP7,1,N,20121002T133900000,0,0,0,0,0,0,0.000000000000,168,107,61,7,29,0,22,0,0,,
PP7,1,N,20121002T134000000,0,0,0,0,0,0,0.000000000000,19,15,4,0,0,0,3,0,0,,
PP7,1,N,20121002T134100000,1,1,0,0,0,0,5649.867255077760,224,151,73,1,36,0,33,0,0,,
PP7,1,N,20121002T134200000,3,2,0,1,0,0,1972.216434956110,198,72,126,51,60,0,14,0,0,,
PP7,1,N,20121002T134300000,0,0,0,0,0,0,0.000000000000,215,126,89,37,20,0,29,0,0,,
PP7,1,N,20121002T134400000,0,0,0,0,0,0,0.000000000000,122,88,34,0,14,0,16,0,0,,
PP7,1,N,20121002T134500000,2,2,0,0,0,0,1109.059938560120,69,25,44,1,39,0,4,0,0,,
PP7,1,N,20121002T134600000,6,3,0,1,0,1,40606.157443143200,101,50,51,24,16,0,8,0,0,,
PP7,1,N,20121002T134700000,13,13,0,0,0,0,8033.777764344140,104,57,47,1,32,0,6,5,5,,
PP7,1,N,20121002T134800000,5,1,0,0,4,0,4361.518407617230,0,0,0,0,0,0,0,0,1,,
PP7,1,N,20121002T134900000,3,2,0,0,1,0,25002.607496395300,69,49,20,0,5,0,13,3,1,,
PP7,1,N,20121002T135000000,1,0,0,0,1,0,6266.179059043870,0,0,0,0,0,0,0,0,0,,
PP7,1,N,20121002T135100000,4,2,0,0,0,1,2533.427518097700,165,121,44,0,11,0,27,2,0,,
PP7,1,N,20121002T135200000,14,1,0,0,13,0,8257.585986087100,111,65,46,0,14,0,19,5,0,,
PP7,1,N,20121002T135300000,4,4,0,0,0,0,2786.498667856800,78,46,32,7,6,0,7,9,0,,
PP7,1,N,20121002T135400000,2,1,0,0,1,0,8415.014207106740,133,79,54,21,11,0,16,2,1,,
PP7,1,N,20121002T135500000,13,6,0,1,6,0,7641.091793902470,82,58,24,1,3,0,11,5,7,,
PP7,1,N,20121002T135600000,4,2,0,0,2,0,23151.976556989700,121,95,26,0,8,0,11,2,3,,
PP7,1,N,20121002T135700000,83,1,0,0,80,1,6884.501914545660,0,0,0,0,0,0,0,1,1,,
PP7,1,N,20121002T135800000,12,5,0,0,1,3,9886.811441957110,61,0,61,3,2,0,0,14,1,,
PP7,1,N,20121002T135900000,5,4,0,1,0,0,4113.128141278440,102,15,87,0,2,0,2,8,0,,
PP7,1,N,20121002T140000000,8,4,0,0,2,1,7302.990813698970,168,90,78,44,3,0,18,5,2,,
PP7,1,N,20121002T140100000,8,4,0,0,4,0,5689.379462551530,83,24,59,3,47,0,6,2,1,,
PP7,1,N,20121002T140200000,6,4,0,0,0,1,4207.839076630190,119,77,42,0,20,0,18,0,0,,
PP7,1,N,20121002T140300000,2,1,0,1,0,0,148.740982919974,83,63,20,6,2,0,9,0,0,,
PP7,1,N,20121002T140400000,8,4,0,0,2,1,27028.290435966800,129,85,44,6,16,0,10,1,5,,
PP7,1,N,20121002T140500000,8,2,0,0,6,0,4598.368339220680,162,88,74,9,29,0,22,2,0,,
PP7,1,N,20121002T140600000,4,1,0,0,1,1,19225.174423061400,88,57,31,6,7,0,10,7,0,,
PP7,1,N,20121002T140700000,1,0,0,0,1,0,539.949071672505,95,54,41,12,3,0,10,6,0,,
PP7,1,N,20121002T140800000,11,5,0,0,0,3,6533.357466855240,163,75,88,49,12,0,19,2,0,,
PP7,1,N,20121002T140900000,8,3,0,0,3,1,33023.311867860000,109,31,78,6,54,0,7,3,3,,
PP7,1,N,20121002T141000000,9,7,0,0,0,1,2911.174171890980,113,64,49,0,36,0,11,3,0,,
PP7,1,N,20121002T141100000,8,2,0,0,4,1,3875.881051102110,90,49,41,8,10,2,11,0,0,,
PP7,1,N,20121002T141200000,0,0,0,0,0,0,0.000000000000,287,184,103,0,61,0,38,0,0,,
PP7,2,R,20121002T142700000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP7,2,R,20121002T142800000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP7,2,R,20121002T142900000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP7,2,R,20121002T143000000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP7,2,R,20121002T143100000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP7,2,R,20121002T143200000,0,0,0,0,0,0,0.000000000000,0,0,0,0,0,0,0,0,0,,
PP7,2,T,20121002T143500000,30,12,0,1,13,2,18732.237587900300,55,45,10,0,1,0,4,8,4,,
PP7,2,T,20121002T143600000,12,5,0,0,7,0,7822.075067259020,125,86,39,0,8,0,22,5,0,,
PP7,2,T,20121002T143700000,0,0,0,0,0,0,0.000000000000,176,130,46,0,6,0,27,0,0,,
PP7,2,T,20121002T143800000,2,2,0,0,0,0,1858.334532424560,163,128,35,0,9,0,19,0,0,,
PP7,2,T,20121002T143900000,5,2,0,0,1,1,4080.859158340480,142,91,51,0,28,0,18,2,0,,
PP7,2,T,20121002T144000000,0,0,0,0,0,0,0.000000000000,235,151,84,25,22,2,29,0,0,,
PP7,2,T,20121002T144100000,3,2,0,0,1,0,26288.382598918600,189,119,70,26,11,0,25,2,0,,
