,PP,Blok,Condition_x,timestamp,SnMouseAct,SnLeftClicked,SnRightClicked,SnDoubleClicked,SnWheel,SnDragged,SnMouseDistance,SnMouseDistance.1,SnKeyStrokes,SnChars,SnSpecialKeys,SnDirectionKeys,SnErrorKeys,SnShortcutKeys,SnSpaces,SnAppChange,SnTabfocusChange,C_x,Squality,Sneutral,Shappy,Ssad,Sangry,Ssurprised,Sscared,Sdisgusted,Svalence,SyHeadOrientation,SxHeadOrientation,SzHeadOrientation,SmouthOpen,SleftEyeClosed,SrightEyeClosed,SleftEyebrowLowered,SleftEyebrowRaised,SrightEyebrowLowered,SrightEyebrowRaised,SgazeDirectionForward,SgazeDirectionLeft,SgazeDirectionRight,SAu01_InnerBrowRaiser,SAu02_OuterBrowRaiser,SAu04_BrowLowerer,SAu05_UpperLidRaiser,SAu06_CheekRaiser,SAu07_LidTightener,SAu09_NoseWrinkler,SAu10_UpperLipRaiser,SAu12_LipCornerPuller,SAu14_Dimpler,SAu15_LipCornerDepressor,SAu17_ChinRaiser,SAu20_LipStretcher,SAu23_LipTightener,SAu24_LipPressor,SAu25_LipsPart,SAu26_JawDrop,SAu27_MouthStretch,SAu43_EyesClosed,C_y,Condition_y,HR,RMSSD,SCL,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
649,PP6,1.0,N,20121001T143500000,8.0,4.0,0.0,0.0,0.0,2.0,4805258983032820.0,4805.0,33.0,13.0,20.0,1.0,1.0,0.0,3.0,11.0,1.0,1,"0,905996731","0,520487499","0,022984073","0,136384284","0,162841387","0,012882107","6,13E-04","0,015409838","-0,23618286","-6,251235262","-4,394192715","-6,031172343","0,030434783","0,013043478","0,017391304","0,613043478","0,039130435","0,630434783","0,013043478","0,739130435","0,082608696","0,091304348","0,426086957","0,069565217","1,052173913","0,030434783","0,004347826",0,"0,156521739","0,595652174","0,004347826","0,313043478","0,195652174","0,439130435","0,017391304","0,234782609","0,056521739","0,052173913",0,0,"0,086956522",1.0,N,69.0,0.038525,88.900364,,,,,
650,PP6,1.0,N,20121001T143600000,7.0,3.0,0.0,0.0,4.0,0.0,3.93746552729422e+16,39375.0,77.0,50.0,27.0,0.0,3.0,3.0,5.0,7.0,6.0,1,"0,92853501","0,842936404","0,01146913","0,031080984","0,223524317","0,003885035","3,26E-05","0,017511372","-0,232191233","-13,70414492","-7,34534868","-6,884403914","0,025104603","0,075313808","0,071129707","0,778242678",0,"0,276150628",0,"0,619246862","0,251046025","0,020920502","0,0041841",0,"0,556485356",0,0,"0,012552301",0,"0,008368201","0,0041841","0,472803347","0,037656904","0,548117155","0,020920502","0,527196653",0,"0,025104603",0,0,"0,288702929",1.0,N,68.0,0.051815,80.305134,,,,,
651,PP6,1.0,N,20121001T143700000,11.0,2.0,0.0,0.0,9.0,0.0,5417334784108420.0,5417.0,30.0,8.0,22.0,3.0,2.0,4.0,1.0,7.0,10.0,1,"0,902082712","0,473159236","0,009271168","0,284856468","0,090095162","0,00611536","0,050875228","0,00976874","-0,395127003","-8,518112916","-8,8419105","-6,931310799","0,129032258","0,036866359","0,036866359","0,520737327","0,036866359","0,451612903","0,00921659","0,571428571","0,391705069","0,00921659","1,004608295",0,"0,179723502",0,0,"0,004608295","0,055299539","0,778801843","0,023041475","0,069124424",0,"0,032258065","0,124423963","0,539170507","0,152073733","0,271889401",0,0,"0,105990783",1.0,N,73.0,0.036736,96.07382,,,,,
652,PP6,1.0,N,20121001T143800000,8.0,0.0,0.0,0.0,8.0,0.0,3520217213492140.0,3520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"0,842220662","0,165881511","0,01213455","0,084821485","0,023655109","0,039320429","0,233202421","4,09E-04","-0,265670368","-6,476387546","-7,014151512","-8,423557233","0,3375",0,"0,025","0,058333333",0,"0,7875",0,"0,383333333","0,525","0,066666667","1,5375",0,"1,108333333","0,045833333",0,"0,170833333","0,004166667",0,"0,108333333","0,141666667",0,"0,008333333","0,016666667","0,345833333","0,008333333","0,629166667","0,070833333",0,0,1.0,N,65.0,0.050299,89.063533,,,,,
653,PP6,1.0,N,20121001T143900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,32.0,24.0,0.0,1.0,0.0,6.0,10.0,2.0,1,"0,871157944","0,291152389","0,031967782","0,191605862","0,035615917","0,007848972","0,01486981","0,003116547","-0,167268783","-3,624943847","3,021183955","-4,842940838","0,294871795","0,004273504","0,042735043","0,376068376",0,"0,829059829",0,"0,341880342","0,085470085","0,512820513","0,974358974",0,"1,696581197",0,0,"0,217948718","0,08974359","0,414529915","0,457264957","0,837606838",0,"0,081196581","0,017094017","0,641025641","0,153846154","0,555555556",0,0,"0,136752137",1.0,N,67.0,0.046603,98.904253,,,,,
654,PP6,1.0,N,20121001T144000000,7.0,5.0,0.0,0.0,0.0,1.0,3.95749834560616e+16,39575.0,66.0,14.0,52.0,18.0,14.0,2.0,7.0,3.0,1.0,1,"0,838200174","0,237451441","0,022751122","0,209683883","0,02336832","0,047080008","0,042521126","0,003474364","-0,201288826","-0,729834554","2,01381826","-9,883423008","0,519823789","0,140969163","0,18061674","0,405286344","0,052863436","0,691629956",0,"0,735682819","0,022026432","0,092511013","1,136563877",0,"1,713656388",0,"0,017621145","0,026431718","0,198237885","0,224669604","0,68722467","0,387665198",0,0,"0,070484581","0,462555066","0,035242291","1,224669604","0,140969163",0,"0,339207048",1.0,N,999.0,999.0,103.374111,,,,,
655,PP6,1.0,N,20121001T144100000,1.0,0.0,0.0,0.0,1.0,0.0,3277865158910590.0,3278.0,130.0,87.0,43.0,5.0,8.0,2.0,16.0,3.0,4.0,1,"0,843607578","0,107024287","0,047676777","0,270382493","0,079471809","0,013748655","0,040676444","0,024839033","-0,268282406","-2,835227721","1,095761749","-10,81732284","0,180257511","0,111587983","0,180257511","0,334763948",0,"0,553648069",0,"0,158798283","0,339055794","0,386266094","0,69527897",0,"0,167381974",0,0,"0,545064378","0,201716738","0,927038627","0,008583691","0,077253219",0,"0,030042918",0,"0,948497854","0,038626609","0,39055794",0,0,"0,536480687",1.0,N,999.0,999.0,92.9788,,,,,
656,PP6,1.0,N,20121001T144200000,3.0,1.0,0.0,0.0,0.0,1.0,1836376200335500.0,1836.0,66.0,23.0,43.0,8.0,4.0,6.0,7.0,12.0,8.0,1,"0,839124526","0,103892242","0,015332689","0,290549391","0,051371987","0,008283988","0,052237288","0,08005807","-0,353884819","-0,864583371","-7,028201507","-7,629130783","0,251336898","0,069518717","0,053475936","0,588235294",0,"0,288770053",0,"0,556149733","0,310160428","0,016042781","0,304812834",0,"0,096256684",0,0,"0,016042781","0,604278075","1,518716578","0,064171123","0,032085561","0,13368984","0,395721925","0,026737968","0,475935829","0,090909091","0,50802139",0,0,"0,07486631",1.0,N,999.0,999.0,101.12413,,,,,
657,PP6,1.0,N,20121001T144300000,22.0,15.0,0.0,0.0,1.0,3.0,1.60767617893021e+16,16077.0,101.0,64.0,37.0,0.0,3.0,15.0,10.0,5.0,21.0,1,"0,826801122","0,095226866","0,01475617","0,309506212","0,057103599","0,006469768","0,052479988","0,05182259","-0,334978474","-4,056250434","-3,347267122","-9,010993295","0,109704641","0,037974684","0,063291139","0,502109705",0,"0,400843882","0,016877637","0,725738397","0,080168776","0,147679325","1,054852321",0,"0,734177215",0,0,"0,075949367","0,215189873","2,447257384",0,"0,012658228",0,"1,915611814","0,050632911","1,966244726","0,17721519","0,265822785",0,0,"0,075949367",1.0,N,66.0,0.041557,113.770348,,,,,
658,PP6,1.0,N,20121001T144400000,49.0,7.0,1.0,1.0,36.0,2.0,3053178849644790.0,3053.0,65.0,20.0,45.0,3.0,7.0,13.0,3.0,4.0,20.0,1,"0,881506392","0,320321823","0,038528537","0,154149831","0,160602094","0,003130854","5,03E-04","0,103907124","-0,239236702","-3,768369203","-3,765932733","-6,312401252","0,01754386","0,076023392","0,040935673","0,830409357",0,"0,251461988",0,"0,619883041","0,14619883","0,128654971","0,152046784",0,"0,304093567","0,011695906",0,"0,210526316","1,105263158","1,093567251","0,035087719","0,023391813","0,947368421","1,432748538","0,269005848","0,473684211","0,011695906","0,046783626",0,0,"0,350877193",1.0,N,999.0,999.0,128.693934,,,,,
659,PP6,1.0,N,20121001T144500000,47.0,16.0,0.0,1.0,6.0,12.0,3763979328138520.0,3764.0,17.0,5.0,12.0,5.0,1.0,5.0,0.0,5.0,3.0,1,"0,885545203","0,365924348","0,001103006","0,164856607","0,189232041","0,003091287","1,98E-06","0,043831141","-0,274816648","-4,081636812","-7,030890329","-5,994083766","0,008333333","0,020833333",0,"0,779166667",0,"0,420833333",0,"0,6625","0,295833333","0,016666667","0,1375",0,"0,508333333",0,0,0,"0,3875","1,483333333",0,"0,029166667","1,2125","2,1125",0,"0,241666667","0,016666667","0,008333333",0,0,0,1.0,N,999.0,999.0,105.744371,,,,,
660,PP6,1.0,N,20121001T144600000,43.0,22.0,0.0,2.0,5.0,7.0,2559007313144600.0,2559.0,23.0,0.0,23.0,8.0,0.0,6.0,0.0,9.0,6.0,1,"0,909382728","0,715650816","0,004637989","0,023075081","0,249765408","0,004316409","2,82E-07","0,030801105","-0,249014476","-14,38737497","-11,61810656","-6,697616183",0,"0,007692308","0,007692308","0,715384615",0,"0,684615385",0,"0,492307692","0,461538462","0,007692308",0,"0,007692308","0,2",0,"0,023076923",0,0,"0,015384615",0,"0,007692308","0,523076923","1,169230769","0,007692308","1,523076923","0,061538462",0,0,0,"0,061538462",1.0,N,999.0,999.0,80.428105,,,,,
661,PP6,1.0,N,20121001T144700000,25.0,20.0,0.0,0.0,3.0,1.0,1.86365026427891e+16,18637.0,20.0,0.0,20.0,7.0,8.0,3.0,0.0,12.0,8.0,1,"0,960701778","0,766637233","2,33E-04","0,012886144","0,244920619","0,010276583","3,00E-07","0,016858181","-0,244956642","-11,96644121","-10,61940614","-3,093972306",0,0,0,"0,433673469","0,168367347","0,969387755",0,"0,484693878","0,505102041",0,"0,357142857",0,"0,81122449",0,0,0,0,0,0,0,"1,770408163","2,035714286",0,"1,795918367",0,0,0,0,0,1.0,N,999.0,999.0,91.675717,,,,,
662,PP6,1.0,N,20121001T144800000,22.0,13.0,1.0,2.0,0.0,3.0,1238955851340150.0,1239.0,54.0,4.0,50.0,17.0,8.0,5.0,0.0,6.0,7.0,1,"0,926856317","0,589574524","0,002398204","0,052222446","0,243157617","0,004338362","6,99E-06","0,046190779","-0,255628491","-7,495168493","-7,492177852","-4,794482475",0,"0,016666667","0,0375","0,6125","0,008333333","0,5625",0,"0,620833333","0,254166667","0,029166667","0,041666667",0,"0,745833333",0,"0,016666667","0,070833333","0,025","0,583333333",0,"0,025","1,3625","2,083333333","0,033333333","1,095833333","0,025",0,0,0,0,1.0,N,999.0,999.0,81.557551,,,,,
663,PP6,1.0,N,20121001T144900000,51.0,28.0,1.0,4.0,0.0,9.0,3.85566178962537e+16,38557.0,25.0,0.0,25.0,8.0,5.0,2.0,0.0,9.0,4.0,1,"0,92496559","0,65845699","7,29E-04","0,091031186","0,138185752","0,003166772","8,44E-07","0,050084657","-0,193824936","-10,22570928","-9,90332441","-4,829618094",0,0,0,"0,592436975",0,"0,592436975",0,"0,399159664","0,56302521","0,016806723",0,0,"0,180672269","0,004201681",0,0,"0,197478992","0,777310924",0,"0,004201681","1,067226891","1,605042017",0,"1,004201681",0,0,0,0,0,1.0,N,999.0,999.0,83.155976,,,,,
664,PP6,1.0,N,20121001T145000000,18.0,7.0,0.0,0.0,9.0,1.0,1.02514817994382e+16,10251.0,60.0,26.0,34.0,2.0,2.0,2.0,3.0,13.0,3.0,1,"0,945178985","0,629359798","1,46E-04","0,107579896","0,190628953","0,00399096","7,00E-07","0,017454106","-0,245238502","-9,564583673","-4,618066357","-7,984867561",0,0,0,"0,863829787",0,"0,553191489",0,"0,927659574","0,025531915","0,029787234","0,021276596",0,"1,106382979",0,0,"0,021276596",0,"0,09787234",0,"0,012765957","2,740425532","2,429787234","0,063829787","0,123404255",0,0,0,0,0,1.0,N,999.0,999.0,84.96599,,,,,
665,PP6,1.0,N,20121001T145100000,26.0,10.0,0.0,2.0,6.0,4.0,1.36038166576652e+16,13604.0,65.0,14.0,51.0,30.0,4.0,3.0,1.0,4.0,0.0,1,"0,92212338","0,627029611","0,001050334","0,105526913","0,211946558","0,003109175","4,25E-06","0,034260553","-0,289767045","-7,457883075","-4,674225147","-5,713781188",0,"0,059633028","0,036697248","0,724770642","0,018348624","0,573394495",0,"0,701834862","0,133027523","0,091743119","0,256880734",0,"1,233944954",0,"0,064220183","0,059633028","0,311926606","0,458715596",0,"0,256880734","1,688073394","1,724770642","0,26146789","0,28440367","0,013761468",0,0,0,"0,096330275",1.0,N,999.0,999.0,83.266695,,,,,
666,PP6,1.0,N,20121001T145200000,5.0,2.0,0.0,0.0,1.0,1.0,3062561798353930.0,3063.0,62.0,25.0,37.0,4.0,6.0,2.0,7.0,7.0,1.0,1,"0,898305571","0,537102491","0,002728604","0,083944635","0,21449296","0,00313795","2,33E-06","0,034305192","-0,234357948","-7,312856994","-4,613037843","-7,642453954",0,"0,02991453","0,02991453","0,705128205",0,"0,47008547",0,"0,794871795","0,076923077","0,042735043","0,021367521",0,"0,769230769",0,0,0,"0,329059829","1,008547009",0,"0,141025641","0,931623932","2,02991453","0,098290598","0,247863248","0,02991453",0,0,0,"0,064102564",1.0,N,999.0,999.0,81.650909,,,,,
667,PP6,1.0,N,20121001T145300000,15.0,6.0,0.0,4.0,1.0,2.0,1.2503101790802e+16,12503.0,107.0,66.0,41.0,0.0,12.0,0.0,9.0,14.0,1.0,1,"0,884569982","0,504303325","0,005483634","0,121760075","0,117346764","0,002082903","1,13E-05","0,06385208","-0,204836917","-2,513216293","-5,785113668","-6,5188287",0,"0,134453782","0,042016807","0,445378151",0,"0,365546218",0,"0,642857143","0,18907563","0,025210084",0,0,"0,558823529",0,"0,037815126",0,"0,210084034","1,567226891",0,"0,260504202","0,81092437","1,613445378","0,180672269","0,306722689","0,096638655",0,0,0,"0,24789916",1.0,N,999.0,999.0,95.52562,,,,,
668,PP6,1.0,N,20121001T145400000,9.0,4.0,0.0,4.0,1.0,0.0,6773057038343660.0,6773.0,73.0,48.0,25.0,0.0,3.0,0.0,9.0,12.0,3.0,1,"0,909438193","0,556517706","0,002203605","0,063883378","0,123836405","0,002729099","5,82E-06","0,04202984","-0,156722787","-3,11584734","-5,5716996","-6,737840577","0,004329004","0,004329004",0,"0,441558442",0,"0,333333333",0,"0,714285714","0,194805195","0,051948052",0,0,"0,835497835",0,0,"0,004329004","0,108225108","1,298701299",0,"0,441558442","0,683982684","1,090909091","0,445887446","0,532467532",0,"0,004329004",0,0,0,1.0,N,999.0,999.0,88.166957,,,,,
669,PP6,1.0,N,20121001T145500000,13.0,0.0,0.0,0.0,13.0,0.0,7.71591785907383e+16,77159.0,172.0,115.0,57.0,0.0,14.0,0.0,26.0,11.0,1.0,1,"0,950256869","0,922489829","0,003855302","0,014557121","0,168353576","0,002448775","1,31E-06","0,020162163","-0,165011985","-17,01991823","-6,352225988","-11,5698931",0,"0,025","0,004166667","0,579166667",0,"0,341666667",0,"0,783333333","0,1375","0,029166667",0,0,"0,15",0,0,"0,016666667",0,0,0,"0,0625","0,170833333","0,579166667",0,"0,358333333",0,0,0,0,"0,0375",1.0,N,999.0,999.0,84.270667,,,,,
670,PP6,1.0,N,20121001T145600000,1.0,0.0,0.0,0.0,1.0,0.0,7754069899091700.0,7754.0,40.0,27.0,13.0,0.0,2.0,0.0,6.0,4.0,1.0,1,"0,85778411","0,262392864","0,049366716","0,107635555","0,083231628","0,026070234","0,10243251","0,01298587","-0,184628899","-3,434183923","2,797719721","-7,452081123","0,552511416",0,"0,02283105","0,401826484",0,"0,684931507",0,"0,675799087","0,03196347","0,251141553","0,109589041",0,"1,812785388",0,0,"0,01826484","0,03196347","0,397260274","0,831050228","0,173515982","0,310502283","0,716894977","0,173515982","0,607305936","0,150684932","1,675799087","0,178082192",0,"0,068493151",1.0,N,999.0,999.0,81.569816,,,,,
671,PP6,1.0,N,20121001T145700000,7.0,4.0,0.0,0.0,1.0,1.0,4099045082407410.0,4099.0,58.0,29.0,29.0,1.0,3.0,2.0,6.0,15.0,1.0,1,"0,937262454","0,701917368","0,001035127","0,058840513","0,159637284","0,002439101","5,54E-05","0,059544932","-0,212607449","-9,726510029","-4,916470949","-6,475329145",0,"0,004545455","0,009090909","0,786363636",0,"0,586363636",0,"0,868181818","0,027272727","0,036363636",0,0,"0,522727273","0,018181818",0,0,"0,354545455","0,377272727",0,"0,009090909","1,354545455","1,8",0,"0,877272727",0,0,0,0,0,1.0,N,61.0,0.097705,79.700754,,,,,
672,PP6,1.0,N,20121001T145800000,14.0,2.0,0.0,0.0,12.0,0.0,8770391351290360.0,8770.0,63.0,40.0,23.0,2.0,4.0,0.0,6.0,6.0,2.0,1,"0,914472061","0,513052985","0,002431185","0,05959254","0,156496754","0,012245721","1,12E-04","0,039336487","-0,183538493","-7,551332547","-5,051647293","-6,166079141","0,085106383",0,0,"0,914893617",0,"0,778723404",0,"0,808510638","0,076595745","0,05106383","0,140425532",0,"1,587234043",0,0,"0,034042553","0,063829787","0,259574468","0,072340426",0,"1,893617021","1,812765957","0,285106383","0,217021277",0,"0,174468085","0,114893617",0,0,1.0,N,999.0,999.0,86.017436,,,,,
673,PP6,1.0,N,20121001T145900000,10.0,0.0,0.0,0.0,10.0,0.0,6620800669669620.0,6621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"0,919973748","0,543764002","0,030574723","0,019468856","0,070659178","0,002547159","1,00E-06","0,049564559","-0,055836744","-10,2556623","-6,952711029","-6,349092672",0,0,"0,008333333","0,920833333",0,"0,216666667",0,"0,8","0,175",0,"0,058333333","0,033333333","0,420833333","0,083333333","0,120833333",0,0,0,0,"0,108333333","3,045833333","2,5125","0,670833333","0,858333333","0,008333333",0,0,0,0,1.0,N,69.0,0.122023,69.223335,,,,,
674,PP6,1.0,N,20121001T150000000,6.0,0.0,0.0,0.0,6.0,0.0,3.33077077652089e+16,33308.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,1,"0,917981755","0,384725787","0,010728168","0,082151189","0,168405964","0,002299044","7,74E-06","0,046995802","-0,206912731","-7,917559759","-5,742774143","-4,393318656",0,"0,021834061","0,017467249","0,873362445","0,004366812","0,554585153",0,"0,816593886","0,131004367","0,008733624","0,305676856",0,"1,270742358",0,"0,03930131","0,013100437","0,017467249","0,100436681",0,"0,043668122","2,572052402","1,834061135","0,436681223","0,458515284",0,0,0,0,"0,07860262",1.0,N,70.0,0.032908,81.928113,,,,,
675,PP6,1.0,N,20121001T150100000,4.0,1.0,0.0,0.0,3.0,0.0,239777956676946.0,240.0,11.0,4.0,7.0,0.0,0.0,0.0,1.0,4.0,1.0,1,"0,926993771","0,673647093","0,003998409","0,083369946","0,252675418","0,003411147","1,08E-04","0,030744917","-0,30602603","-5,656003483","-7,200047803","-4,872468839","0,004201681","0,016806723","0,012605042","0,705882353","0,012605042","0,621848739",0,"0,605042017","0,214285714","0,100840336","0,071428571",0,"0,924369748",0,"0,046218487","0,067226891","0,079831933","0,109243697",0,"0,037815126","0,953781513","2,18907563","0,042016807","0,894957983","0,033613445","0,004201681",0,0,"0,084033613",1.0,N,65.0,0.053557,92.752576,,,,,
676,PP6,1.0,N,20121001T150200000,9.0,1.0,0.0,0.0,6.0,1.0,4284734871105420.0,4285.0,107.0,63.0,44.0,3.0,15.0,1.0,17.0,3.0,0.0,1,"0,919496012","0,607170727","0,003074341","0,153038223","0,221048763","0,002243734","3,48E-06","0,037463996","-0,328233241","-10,28783631","-4,929180761","-6,704460887","0,004366812","0,061135371","0,043668122","0,851528384",0,"0,458515284",0,"0,746724891","0,074235808","0,113537118",0,0,"0,502183406",0,0,"0,07860262","0,07860262","0,711790393",0,"0,131004367","0,253275109","1,082969432",0,"0,231441048","0,013100437","0,004366812",0,0,"0,227074236",1.0,N,65.0,0.051766,100.799727,,,,,
677,PP6,1.0,N,20121001T150300000,20.0,13.0,0.0,0.0,1.0,3.0,1.0634643771148e+16,10635.0,126.0,85.0,41.0,0.0,13.0,0.0,17.0,4.0,1.0,1,"0,870304132","0,279757908","0,011373041","0,161356211","0,117342226","0,003792298","0,020608374","0,049675282","-0,23631661","-5,58977825","-9,688062968","-4,823481064","0,247747748","0,018018018","0,022522523","0,441441441",0,"0,121621622",0,"0,454954955","0,441441441","0,009009009","0,193693694",0,"0,076576577",0,0,"0,072072072","0,536036036","1,072072072","0,058558559","0,220720721","0,058558559","1,081081081","0,027027027","0,346846847","0,063063063","0,527027027",0,0,"0,067567568",1.0,N,66.0,0.048691,99.658199,,,,,
678,PP6,1.0,N,20121001T150400000,14.0,2.0,0.0,0.0,8.0,2.0,9085520596940310.0,9086.0,132.0,67.0,65.0,20.0,15.0,0.0,19.0,2.0,0.0,1,"0,939705984","0,787276058","0,002689056","0,055560173","0,10641205","0,002079523","3,68E-06","0,025125769","-0,128506354","-11,7307383","-4,261301603","-3,671521522",0,"0,017391304","0,013043478","0,534782609",0,"0,1",0,"0,895652174","0,017391304","0,030434783",0,0,"0,008695652",0,"0,004347826","0,004347826","0,208695652","0,339130435",0,"0,030434783","0,460869565","1,243478261",0,"0,408695652",0,0,0,0,"0,047826087",1.0,N,999.0,999.0,999.0,,added,,,
679,PP6,2.0,R,20121001T151900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,"0,883689554","0,557433694","0,02831261","0,130464461","0,046069411","0,003161724","7,18E-05","0,020182513","-0,132778924","-10,46738875","-3,070655478","-6,27430796","0,037037037","0,049382716","0,141975309","0,296296296","0,080246914","0,216049383","0,012345679","0,75308642","0,141975309","0,067901235","0,067901235",0,"0,530864198",0,0,"0,067901235","0,216049383","0,648148148",0,"0,185185185","0,012345679","0,882716049",0,"0,407407407","0,154320988","0,049382716",0,0,0,2.0,R,999.0,999.0,97.596123,,,,,
680,PP6,2.0,R,20121001T152000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,"0,902088563","0,856404053","0,054502099","0,048540003","0,026777248","0,004007164","1,97E-04","0,005850556","-0,014504716","-17,44645643","-4,700888054","-8,105353166","0,010471204","0,031413613","0,036649215","0,366492147","0,209424084","0,031413613","0,010471204","0,832460733","0,057591623","0,052356021","0,586387435",0,"0,02617801","0,052356021","0,073298429",0,0,"0,67539267","0,031413613","1,115183246","0,02617801","0,97382199","0,005235602","0,282722513","0,068062827","0,020942408",0,"0,015706806","0,078534031",2.0,R,63.0,0.096085,104.505126,,,,,
681,PP6,2.0,R,20121001T152100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,"0,925838504","0,743288463","0,02353902","0,057053049","0,0795799","0,003308906","8,81E-05","0,001323631","-0,087323728","-4,864361639","-0,72936265","-8,640568427","0,041860465",0,"0,009302326","0,586046512","0,158139535","0,120930233","0,004651163","0,939534884","0,018604651","0,027906977","0,306976744",0,"0,158139535",0,0,"0,125581395","0,56744186","0,558139535",0,"0,446511628","0,23255814","0,520930233",0,0,"0,004651163","0,060465116",0,0,0,2.0,R,999.0,999.0,100.037753,,,,,
682,PP6,2.0,R,20121001T152200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,"0,836234348","0,586959011","0,051783605","0,085618305","0,044204032","0,012508848","1,71E-04","0,010881353","-0,065654202","-16,86708851","-1,717073728","-6,531596372","0,084210526","0,057894737","0,021052632","0,021052632","0,157894737","0,194736842",0,"0,894736842","0,005263158","0,010526316","0,436842105",0,0,0,0,"0,015789474","0,163157895","0,610526316","0,089473684","0,015789474","0,010526316","0,089473684",0,"0,021052632","0,005263158","0,136842105",0,"0,068421053",0,2.0,R,65.0,0.109975,84.270083,,,,,
683,PP6,2.0,R,20121001T152300000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,"0,862390653","0,516353095","0,008782197","0,260477402","0,025803809","0,001332888","6,69E-05","0,01169965","-0,266059317","-5,734582066","-4,759657073","-6,681446708",0,"0,016949153","0,033898305","0,237288136","0,338983051","0,084745763","0,186440678","0,762711864","0,13559322","0,016949153","1,220338983",0,"0,237288136",0,"0,152542373",0,"0,237288136","1,203389831",0,"0,050847458","0,016949153","1,440677966",0,1,"0,661016949",0,0,0,"0,016949153",2.0,R,999.0,999.0,87.19446,,,,,
684,PP6,2.0,R,20121001T152400000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,R,59.0,0.054199,90.644423,,,,,
685,PP6,2.0,I,20121001T152600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,49.0,41.0,6.0,1.0,2.0,9.0,6.0,2.0,2,"0,883342632","0,486059835","0,021446265","0,161682958","0,066825975","0,007757058","0,002904333","0,033247182","-0,182055592","-5,287835929","-4,133223376","-4,766034618","0,085858586","0,444444444","0,424242424","0,398989899","0,04040404","0,202020202","0,005050505","0,762626263","0,050505051","0,045454545","0,333333333",0,"0,505050505","0,050505051","0,095959596","0,035353535","0,303030303","1,055555556","0,313131313","0,247474747","0,106060606","0,535353535","0,080808081","0,227272727","0,055555556","0,227272727",0,0,"1,833333333",2.0,I,999.0,999.0,80.910507,,,,,
686,PP6,2.0,I,20121001T152700000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,153.0,67.0,6.0,22.0,0.0,32.0,0.0,0.0,2,"0,911656793","0,612721959","0,036406201","0,097640594","0,177040045","0,010584821","1,23E-04","0,014374696","-0,200683986","-10,89390768","-2,601460509","-1,459117842","0,056768559","0,279475983","0,192139738","0,615720524","0,034934498","0,35371179",0,"0,703056769","0,048034934","0,113537118","0,427947598",0,"0,401746725","0,021834061",0,"0,174672489","0,03930131","0,187772926","0,100436681","0,113537118","0,633187773","0,934497817","0,043668122","0,327510917","0,026200873","0,131004367",0,0,"0,982532751",2.0,I,61.0,0.101707,76.087774,,,,,
687,PP6,2.0,I,20121001T152800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,135.0,50.0,0.0,11.0,0.0,32.0,1.0,0.0,2,"0,905767846","0,533990466","0,007670726","0,123813816","0,113801289","0,017114317","2,67E-04","0,033082717","-0,205278658","-8,347219867","-5,50586758","-4,357809089","0,064814815","0,125","0,074074074","0,407407407","0,074074074","0,282407407","0,046296296","0,75","0,092592593","0,018518519","0,638888889",0,"0,166666667",0,0,"0,125","0,092592593","0,953703704","0,12037037","0,060185185",1,"1,319444444","0,055555556","1,115740741","0,041666667","0,162037037",0,0,"0,273148148",2.0,I,60.0,0.099839,92.785614,,,,,
