PP;Blok;Condition;timestamp;Squality;Sneutral;Shappy;Ssad;Sangry;Ssurprised;Sscared;Sdisgusted;Svalence;SyHeadOrientation;SxHeadOrientation;SzHeadOrientation;SmouthOpen;SleftEyeClosed;SrightEyeClosed;SleftEyebrowLowered;SleftEyebrowRaised;SrightEyebrowLowered;SrightEyebrowRaised;SgazeDirectionForward;SgazeDirectionLeft;SgazeDirectionRight;SAu01_InnerBrowRaiser;SAu02_OuterBrowRaiser;SAu04_BrowLowerer;SAu05_UpperLidRaiser;SAu06_CheekRaiser;SAu07_LidTightener;SAu09_NoseWrinkler;SAu10_UpperLipRaiser;SAu12_LipCornerPuller;SAu14_Dimpler;SAu15_LipCornerDepressor;SAu17_ChinRaiser;SAu20_LipStretcher;SAu23_LipTightener;SAu24_LipPressor;SAu25_LipsPart;SAu26_JawDrop;SAu27_MouthStretch;SAu43_EyesClosed;;
PP4;1;N;20120925T134200000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;;
PP4;1;N;20120925T134300000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;;
PP4;1;N;20120925T134400000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;;
PP4;1;N;20120925T134500000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;;
PP4;1;N;20120925T134600000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;;
PP4;1;N;20120925T134700000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;;
PP4;1;N;20120925T134800000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;;
PP4;1;N;20120925T134900000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;;
PP4;1;N;20120925T135000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;;
PP4;1;N;20120925T135100000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;;
PP4;1;N;20120925T135200000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;;
PP4;1;N;20120925T135300000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;;
PP4;1;N;20120925T135400000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;;
PP4;1;N;20120925T135500000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;;
PP4;1;N;20120925T135600000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;;
PP4;1;N;20120925T135700000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;;
PP4;1;N;20120925T135800000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;;
PP4;1;N;20120925T135900000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;;
PP4;1;N;20120925T140000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;;
PP4;1;N;20120925T140100000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;;
PP4;1;N;20120925T140200000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;;
PP4;1;N;20120925T140300000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;;
PP4;1;N;20120925T140400000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;;
PP4;2;R;20120925T141800000;0,884193;0,750574;0,094469;0,040997;0,014594;0,000864;0,000010;0,003520;0,044919;-20,227999;-5,514287;-13,924628;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,995816;0,000000;0,000000;0,000000;0,196653;0,000000;0,000000;0,000000;0,000000;0,100418;0,313808;0,000000;0,008368;0,004184;1,020921;0,000000;0,221757;0,000000;0,000000;0,000000;0,000000;0,000000;;
PP4;2;R;20120925T141900000;0,852674;0,341715;0,034207;0,488942;0,004412;0,001262;0,000397;0,009174;-0,456271;-5,973109;-8,055328;-9,904610;0,004202;0,000000;0,000000;0,000000;0,642857;0,012605;0,172269;0,575630;0,411765;0,000000;1,411765;0,016807;0,000000;0,000000;0,000000;0,000000;0,000000;0,579832;0,180672;0,310924;0,000000;2,529412;0,000000;0,407563;0,344538;0,004202;0,000000;0,000000;0,000000;;
PP4;2;R;20120925T142000000;0,927436;0,816757;0,065495;0,117319;0,023952;0,004187;0,000001;0,005360;-0,064242;-20,587255;-7,634648;-11,780586;0,000000;0,000000;0,000000;0,000000;0,292887;0,000000;0,041841;0,970711;0,008368;0,000000;0,071130;0,033473;0,000000;0,000000;0,000000;0,012552;0,000000;0,493724;0,000000;1,276151;0,000000;0,635983;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;;
PP4;2;R;20120925T142100000;0,944985;0,956296;0,010821;0,002204;0,003298;0,006110;0,000000;0,004675;0,004949;-5,923375;-6,854049;-13,679966;0,000000;0,000000;0,000000;0,000000;0,263598;0,000000;0,000000;0,987448;0,000000;0,000000;0,092050;3,585774;0,000000;0,000000;0,000000;0,008368;0,008368;0,000000;0,000000;3,112971;2,359833;0,205021;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;;
PP4;2;R;20120925T142200000;0,941288;0,942357;0,009857;0,002573;0,002096;0,004096;0,000000;0,009006;0,000787;-5,750559;-6,283485;-13,998240;0,000000;0,000000;0,000000;0,000000;0,313808;0,000000;0,000000;0,979079;0,012552;0,000000;0,200837;4,020921;0,000000;0,000000;0,000000;0,037657;0,000000;0,033473;0,000000;2,728033;2,891213;0,598326;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;;
PP4;2;R;20120925T142300000;0,933513;0,904750;0,148981;0,001484;0,009197;0,005621;0,000001;0,007452;0,134110;-10,449100;-6,373062;-12,050359;0,004184;0,000000;0,000000;0,000000;0,079498;0,000000;0,000000;0,974895;0,000000;0,000000;0,125523;2,728033;0,000000;0,000000;0,167364;0,121339;0,000000;0,347280;0,000000;2,661088;0,175732;0,092050;0,000000;0,000000;0,004184;0,004184;0,000000;0,000000;0,000000;;
PP4;2;I;20120925T142600000;0,946129;0,849122;0,086399;0,014137;0,012385;0,004316;0,000123;0,005489;0,061625;-14,930993;-3,968020;-7,289794;0,014286;0,152381;0,095238;0,000000;0,071429;0,000000;0,000000;0,876190;0,009524;0,057143;0,004762;0,309524;0,000000;0,000000;0,000000;0,242857;0,090476;0,276190;0,004762;0,842857;0,004762;0,061905;0,000000;0,352381;0,047619;0,019048;0,000000;0,000000;0,242857;;
PP4;2;I;20120925T142700000;0,928123;0,888860;0,035766;0,067213;0,014304;0,009182;0,000051;0,001294;-0,036955;-4,105027;-3,255318;-10,802557;0,010417;0,223958;0,052083;0,005208;0,020833;0,000000;0,010417;0,859375;0,036458;0,000000;0,000000;1,671875;0,000000;0,000000;0,000000;0,963542;0,151042;0,098958;0,026042;2,130208;0,062500;0,203125;0,000000;0,000000;0,000000;0,015625;0,000000;0,000000;0,630208;;
PP4;2;I;20120925T142800000;0,943879;0,948303;0,059891;0,022406;0,008812;0,014000;0,000031;0,000707;0,036233;-4,065171;-5,826618;-9,077653;0,010929;0,213115;0,076503;0,027322;0,043716;0,000000;0,000000;0,743169;0,174863;0,016393;0,000000;2,109290;0,000000;0,000000;0,000000;1,404372;0,092896;0,010929;0,000000;2,666667;0,076503;0,000000;0,005464;0,000000;0,000000;0,010929;0,000000;0,000000;0,409836;;
PP4;2;I;20120925T142900000;0,938481;0,937671;0,019879;0,030382;0,014607;0,011238;0,000022;0,011896;-0,022440;-2,031186;-2,018696;-9,257810;0,046875;0,510417;0,307292;0,010417;0,156250;0,000000;0,031250;0,666667;0,052083;0,218750;0,036458;1,687500;0,010417;0,000000;0,000000;1,593750;0,078125;0,531250;0,000000;2,989583;0,265625;0,015625;0,000000;0,000000;0,000000;0,088542;0,000000;0,000000;1,208333;;
PP4;2;I;20120925T143000000;0,953762;0,851351;0,122936;0,013858;0,011453;0,021619;0,000012;0,005046;0,100201;-12,117005;-7,604746;-8,642611;0,051724;0,034483;0,038793;0,000000;0,099138;0,000000;0,000000;0,857759;0,116379;0,000000;0,000000;1,030172;0,000000;0,000000;0,000000;0,706897;0,086207;0,181034;0,008621;0,922414;0,064655;0,000000;0,021552;0,314655;0,000000;0,155172;0,000000;0,000000;0,254310;;
PP4;2;I;20120925T143100000;0,942250;0,787463;0,186250;0,019127;0,005333;0,014242;0,000133;0,004119;0,164065;-5,303703;-6,567202;-8,975347;0,196653;0,225941;0,121339;0,000000;0,276151;0,000000;0,000000;0,849372;0,054393;0,004184;0,000000;2,330544;0,000000;0,000000;0,025105;0,841004;0,000000;0,000000;0,464435;2,661088;0,000000;0,000000;0,046025;0,004184;0,000000;0,468619;0,000000;0,000000;0,799163;;
PP4;2;I;20120925T143200000;0,943490;0,967718;0,020321;0,013086;0,009094;0,009709;0,000004;0,007263;0,000715;-8,602017;-7,647117;-8,522069;0,000000;0,104603;0,029289;0,000000;0,368201;0,000000;0,000000;0,874477;0,108787;0,000000;0,000000;2,606695;0,000000;0,000000;0,000000;0,711297;0,000000;0,004184;0,000000;2,179916;0,125523;0,004184;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,376569;;
PP4;2;I;20120925T143300000;0,944454;0,942802;0,013965;0,047666;0,009142;0,015841;0,000108;0,002635;-0,035811;-4,832088;-5,580269;-5,777362;0,030568;0,305677;0,087336;0,004367;0,109170;0,000000;0,052402;0,842795;0,087336;0,026201;0,000000;3,275109;0,000000;0,000000;0,008734;1,065502;0,000000;0,000000;0,000000;2,781659;0,074236;0,000000;0,000000;0,000000;0,000000;0,030568;0,000000;0,000000;0,917031;;
PP4;2;I;20120925T143400000;0,935260;0,917045;0,030770;0,009387;0,002281;0,022425;0,000006;0,007762;0,018619;-6,213906;-9,325012;-10,661828;0,000000;0,079498;0,050209;0,000000;0,707113;0,000000;0,000000;0,874477;0,100418;0,000000;0,702929;3,740586;0,000000;0,000000;0,000000;0,075314;0,000000;0,000000;0,000000;2,267782;1,853556;0,020921;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,305439;;
PP4;2;I;20120925T143500000;0,950189;0,963797;0,022060;0,012826;0,010990;0,006012;0,000003;0,006466;0,002273;-12,370200;-7,947077;-7,780144;0,000000;0,117155;0,096234;0,000000;0,142259;0,000000;0,000000;0,958159;0,025105;0,000000;0,004184;0,656904;0,000000;0,000000;0,000000;0,200837;0,000000;0,029289;0,000000;1,527197;0,326360;0,016736;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,481172;;
PP4;2;I;20120925T143600000;0,946316;0,950271;0,020563;0,041143;0,021960;0,025994;0,000006;0,001341;-0,027042;-3,613943;-4,277170;-11,138532;0,081448;0,348416;0,339367;0,018100;0,018100;0,000000;0,000000;0,837104;0,085973;0,027149;0,000000;1,742081;0,000000;0,000000;0,000000;1,339367;0,045249;0,013575;0,000000;2,348416;0,022624;0,000000;0,004525;0,027149;0,000000;0,144796;0,000000;0,000000;1,393665;;
PP4;2;I;20120925T143700000;0,944696;0,867054;0,072088;0,030874;0,011445;0,022454;0,001583;0,000709;0,038746;-4,133240;-1,079757;-9,635318;0,025751;0,210300;0,137339;0,000000;0,025751;0,008584;0,021459;0,858369;0,012876;0,064378;0,000000;2,008584;0,017167;0,077253;0,000000;0,845494;0,094421;0,004292;0,004292;2,678112;0,012876;0,008584;0,021459;0,000000;0,000000;0,072961;0,000000;0,000000;0,858369;;
PP4;2;I;20120925T143800000;0,943941;0,945045;0,033866;0,026119;0,010608;0,011699;0,000023;0,001634;0,005824;-5,349553;-0,489890;-10,710469;0,021186;0,343220;0,216102;0,000000;0,046610;0,000000;0,000000;0,847458;0,008475;0,025424;0,000000;2,449153;0,004237;0,004237;0,000000;0,843220;0,033898;0,046610;0,000000;2,762712;0,004237;0,072034;0,004237;0,000000;0,004237;0,025424;0,000000;0,000000;0,843220;;
PP4;2;I;20120925T143900000;0,949538;0,933652;0,043143;0,024040;0,017320;0,010650;0,000013;0,000574;0,014691;-5,615291;0,393211;-10,744321;0,000000;0,410042;0,142259;0,000000;0,025105;0,000000;0,000000;0,903766;0,020921;0,016736;0,000000;1,945607;0,000000;0,004184;0,000000;1,276151;0,000000;0,000000;0,000000;3,238494;0,000000;0,037657;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,075314;;
PP4;2;I;20120925T144000000;0,949625;0,956703;0,031465;0,026352;0,009397;0,011112;0,000014;0,001177;0,002985;-5,581422;-0,130283;-10,497067;0,000000;0,218487;0,100840;0,004202;0,012605;0,000000;0,000000;0,945378;0,000000;0,000000;0,000000;2,789916;0,016807;0,000000;0,000000;0,936975;0,000000;0,004202;0,000000;2,873950;0,004202;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,579832;;
PP4;2;I;20120925T144100000;0,946944;0,947385;0,036266;0,035536;0,006641;0,010283;0,000087;0,000860;-0,000008;-3,839908;3,033505;-6,249603;0,000000;0,493724;0,020921;0,016736;0,000000;0,000000;0,000000;0,828452;0,000000;0,100418;0,000000;3,092050;0,000000;0,000000;0,000000;0,845188;0,184100;0,087866;0,000000;3,389121;0,000000;0,008368;0,000000;0,000000;0,008368;0,000000;0,000000;0,041841;0,740586;;
PP4;2;I;20120925T144200000;0,946996;0,973082;0,027047;0,014257;0,007604;0,010179;0,000006;0,001901;0,010829;-6,889255;3,461133;-10,584313;0,029289;0,347280;0,079498;0,000000;0,020921;0,083682;0,012552;0,803347;0,000000;0,158996;0,000000;2,343096;0,000000;0,000000;0,000000;0,878661;0,108787;0,071130;0,000000;2,761506;0,150628;0,100418;0,000000;0,000000;0,000000;0,046025;0,000000;0,121339;0,322176;;
PP4;2;I;20120925T144300000;0,910040;0,825627;0,019116;0,019169;0,012651;0,018735;0,000024;0,046164;-0,046221;-10,159723;0,858868;-9,752869;0,043103;0,448276;0,021552;0,086207;0,034483;0,000000;0,241379;0,693966;0,000000;0,051724;0,025862;1,900862;0,047414;0,000000;0,000000;0,905172;0,004310;0,000000;0,000000;2,073276;0,000000;0,038793;0,000000;0,000000;0,000000;0,073276;0,000000;0,000000;0,603448;;
PP4;2;I;20120925T144400000;0,948037;0,960156;0,018269;0,024781;0,010588;0,012004;0,000004;0,003435;-0,010573;-7,264520;0,413590;-11,715922;0,037657;0,493724;0,000000;0,000000;0,196653;0,000000;0,000000;0,979079;0,000000;0,004184;0,037657;2,832636;0,000000;0,000000;0,000000;1,548117;0,000000;0,054393;0,000000;2,393305;0,029289;0,000000;0,008368;0,000000;0,000000;0,041841;0,000000;0,000000;0,610879;;
PP4;2;I;20120925T144500000;0,951258;0,933766;0,059715;0,018999;0,010763;0,011005;0,000041;0,000334;0,039296;-4,423361;0,294445;-8,348642;0,016736;0,397490;0,121339;0,000000;0,066946;0,000000;0,004184;0,920502;0,012552;0,025105;0,000000;1,920502;0,000000;0,000000;0,000000;0,790795;0,000000;0,000000;0,000000;3,238494;0,000000;0,000000;0,025105;0,000000;0,000000;0,025105;0,000000;0,000000;0,899582;;
PP4;2;I;20120925T144600000;0,916149;0,820871;0,036010;0,045307;0,006984;0,009866;0,000344;0,040285;-0,038612;-5,909915;-0,572269;-8,467691;0,018957;0,426540;0,023697;0,127962;0,004739;0,018957;0,113744;0,739336;0,028436;0,018957;0,000000;1,781991;0,213270;0,090047;0,000000;0,601896;0,080569;0,000000;0,000000;2,895735;0,085308;0,170616;0,000000;0,000000;0,000000;0,042654;0,000000;0,000000;0,516588;;
PP4;2;I;20120925T144700000;0,935522;0,910246;0,067825;0,033547;0,011085;0,007595;0,000006;0,000265;0,032751;-8,167281;-0,216931;-8,140386;0,000000;0,397490;0,158996;0,000000;0,000000;0,000000;0,004184;0,941423;0,000000;0,025105;0,000000;1,200837;0,000000;0,000000;0,000000;0,317992;0,000000;0,000000;0,000000;2,882845;0,000000;0,016736;0,000000;0,004184;0,000000;0,000000;0,000000;0,000000;1,163180;;
PP4;2;I;20120925T144800000;0,952268;0,961720;0,047795;0,021794;0,006958;0,008049;0,000008;0,000226;0,025845;-2,735906;0,972755;-7,763524;0,000000;0,380753;0,050209;0,000000;0,000000;0,000000;0,029289;0,970711;0,000000;0,004184;0,000000;2,004184;0,000000;0,000000;0,000000;1,025105;0,000000;0,000000;0,000000;3,531381;0,004184;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,644351;;
PP4;2;I;20120925T144900000;0,951405;0,936891;0,120219;0,012905;0,007725;0,007218;0,000008;0,003701;0,102461;-10,257670;-1,915982;-12,396086;0,000000;0,180672;0,084034;0,000000;0,042017;0,000000;0,000000;0,953782;0,000000;0,012605;0,000000;1,420168;0,000000;0,000000;0,000000;0,441176;0,000000;0,000000;0,000000;2,773109;0,134454;0,130252;0,000000;0,012605;0,000000;0,000000;0,000000;0,000000;0,508403;;
PP4;2;I;20120925T145000000;0,926219;0,909174;0,035719;0,031226;0,010631;0,013740;0,000014;0,008983;-0,000994;-3,638312;-0,243767;-9,679449;0,020921;0,405858;0,108787;0,000000;0,317992;0,000000;0,000000;0,937238;0,004184;0,004184;0,230126;2,556485;0,000000;0,000000;0,004184;0,665272;0,000000;0,000000;0,000000;2,665272;1,000000;0,543933;0,000000;0,000000;0,000000;0,046025;0,000000;0,000000;1,518828;;
PP4;2;I;20120925T145100000;0,948579;0,949644;0,038214;0,031079;0,009089;0,010460;0,000006;0,001913;0,006429;-6,492090;-1,207171;-6,597977;0,000000;0,338912;0,058577;0,000000;0,146444;0,000000;0,000000;0,966527;0,004184;0,004184;0,062762;2,824268;0,000000;0,000000;0,000000;0,983264;0,000000;0,000000;0,000000;3,213389;0,108787;0,000000;0,004184;0,000000;0,000000;0,000000;0,000000;0,000000;0,723849;;
PP4;2;I;20120925T145200000;0,949296;0,962326;0,028762;0,033119;0,011969;0,010344;0,000006;0,000544;-0,004599;-2,253850;-0,266612;-8,542791;0,000000;0,552301;0,029289;0,000000;0,071130;0,000000;0,000000;0,953975;0,012552;0,004184;0,025105;2,878661;0,000000;0,000000;0,000000;1,497908;0,000000;0,000000;0,000000;3,280335;0,008368;0,004184;0,000000;0,000000;0,000000;0,000000;0,000000;0,008368;0,698745;;
PP4;2;I;20120925T145300000;0,950493;0,926630;0,031976;0,034506;0,018773;0,011864;0,000008;0,000884;-0,003385;-3,205209;0,852088;-7,247887;0,000000;0,564854;0,092050;0,000000;0,000000;0,020921;0,000000;0,928870;0,000000;0,046025;0,000000;2,414226;0,000000;0,004184;0,000000;1,560669;0,083682;0,020921;0,000000;3,782427;0,121339;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,543933;;
PP4;2;I;20120925T145400000;0,949631;0,942479;0,039778;0,029122;0,015211;0,009732;0,000006;0,000395;0,007615;-2,796592;0,996717;-6,263986;0,000000;0,527197;0,184100;0,000000;0,000000;0,000000;0,004184;0,878661;0,000000;0,037657;0,000000;1,861925;0,000000;0,000000;0,000000;1,251046;0,000000;0,000000;0,000000;3,464435;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,334728;;
PP4;2;I;20120925T145500000;0,942426;0,959702;0,026108;0,012881;0,006130;0,006162;0,000005;0,004688;0,008655;-12,584785;-0,545179;-7,624169;0,000000;0,078261;0,043478;0,013043;0,091304;0,004348;0,013043;0,939130;0,000000;0,000000;0,004348;0,756522;0,026087;0,000000;0,000000;0,178261;0,021739;0,160870;0,000000;1,817391;0,143478;0,169565;0,021739;0,026087;0,000000;0,000000;0,000000;0,000000;0,165217;;
PP4;2;I;20120925T145600000;0,953483;0,932301;0,056139;0,023851;0,017165;0,009221;0,000220;0,000672;0,025990;-8,865375;-1,055338;-9,871880;0,000000;0,408333;0,195833;0,000000;0,004167;0,000000;0,000000;0,950000;0,000000;0,008333;0,000000;0,916667;0,000000;0,000000;0,000000;0,425000;0,000000;0,004167;0,000000;2,329167;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,345833;;
