PP,Blok,Condition,timestamp,SnMouseAct,SnLeftClicked,SnRightClicked,SnDoubleClicked,SnWheel,SnDragged,SnMouseDistance,SnMouseDistance,SnKeyStrokes,SnChars,SnSpecialKeys,SnDirectionKeys,SnErrorKeys,SnShortcutKeys,SnSpaces,SnAppChange,SnTabfocusChange
PP6,1,N,20121001T144100000,1,0,0,0,1,0,3277865158910590,3278,130,87,43,5,8,2,16,3,4
PP6,1,N,20121001T144200000,3,1,0,0,0,1,1836376200335500,1836,66,23,43,8,4,6,7,12,8
PP6,1,N,20121001T144300000,22,15,0,0,1,3,16076761789302100,16077,101,64,37,0,3,15,10,5,21
PP6,1,N,20121001T144400000,49,7,1,1,36,2,3053178849644790,3053,65,20,45,3,7,13,3,4,20
PP6,1,N,20121001T144500000,47,16,0,1,6,12,3763979328138520,3764,17,5,12,5,1,5,0,5,3
PP6,1,N,20121001T144600000,43,22,0,2,5,7,2559007313144600,2559,23,0,23,8,0,6,0,9,6
PP6,1,N,20121001T144700000,25,20,0,0,3,1,18636502642789100,18637,20,0,20,7,8,3,0,12,8
PP6,1,N,20121001T144800000,22,13,1,2,0,3,1238955851340150,1239,54,4,50,17,8,5,0,6,7
PP6,1,N,20121001T144900000,51,28,1,4,0,9,38556617896253700,38557,25,0,25,8,5,2,0,9,4
PP6,1,N,20121001T145000000,18,7,0,0,9,1,10251481799438200,10251,60,26,34,2,2,2,3,13,3
PP6,1,N,20121001T145100000,26,10,0,2,6,4,13603816657665200,13604,65,14,51,30,4,3,1,4,0
PP6,1,N,20121001T145200000,5,2,0,0,1,1,3062561798353930,3063,62,25,37,4,6,2,7,7,1
PP6,1,N,20121001T145300000,15,6,0,4,1,2,12503101790802000,12503,107,66,41,0,12,0,9,14,1
PP6,1,N,20121001T145400000,9,4,0,4,1,0,6773057038343660,6773,73,48,25,0,3,0,9,12,3
PP6,1,N,20121001T145500000,13,0,0,0,13,0,77159178590738300,77159,172,115,57,0,14,0,26,11,1
PP6,1,N,20121001T145600000,1,0,0,0,1,0,7754069899091700,7754,40,27,13,0,2,0,6,4,1
PP6,1,N,20121001T145700000,7,4,0,0,1,1,4099045082407410,4099,58,29,29,1,3,2,6,15,1
PP6,1,N,20121001T145800000,14,2,0,0,12,0,8770391351290360,8770,63,40,23,2,4,0,6,6,2
PP6,1,N,20121001T145900000,10,0,0,0,10,0,6620800669669620,6621,0,0,0,0,0,0,0,0,0
PP6,1,N,20121001T150000000,6,0,0,0,6,0,33307707765208900,33308,3,0,3,0,0,0,0,3,2
PP6,1,N,20121001T150100000,4,1,0,0,3,0,239777956676946,240,11,4,7,0,0,0,1,4,1
PP6,1,N,20121001T150200000,9,1,0,0,6,1,4284734871105420,4285,107,63,44,3,15,1,17,3,0
PP6,1,N,20121001T150300000,20,13,0,0,1,3,10634643771148000,10635,126,85,41,0,13,0,17,4,1
PP6,1,N,20121001T150400000,14,2,0,0,8,2,9085520596940310,9086,132,67,65,20,15,0,19,2,0
PP6,2,R,20121001T151900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP6,2,R,20121001T152000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP6,2,R,20121001T152100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP6,2,R,20121001T152200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP6,2,R,20121001T152300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP6,2,R,20121001T152400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP6,2,I,20121001T152600000,0,0,0,0,0,0,0,0,90,49,41,6,1,2,9,6,2
PP6,2,I,20121001T152700000,0,0,0,0,0,0,0,0,220,153,67,6,22,0,32,0,0
PP6,2,I,20121001T152800000,0,0,0,0,0,0,0,0,185,135,50,0,11,0,32,1,0
PP6,2,I,20121001T152900000,39,1,0,0,38,0,1980511199433940,1981,1,0,1,0,0,0,0,0,2
PP6,2,I,20121001T153000000,14,5,0,1,6,1,5458508573940550,5459,62,45,17,2,5,0,6,0,7
PP6,2,I,20121001T153100000,2,2,0,0,0,0,10410396058357500,10410,32,17,15,0,5,0,7,2,2
PP6,2,I,20121001T153200000,13,5,0,0,6,1,6838976788685450,6839,37,30,7,3,0,0,3,0,7
PP6,2,I,20121001T153300000,7,2,1,0,4,0,4935404623576660,4935,163,112,51,0,14,1,21,7,2
PP6,2,I,20121001T153400000,4,2,0,2,0,0,19653065878451600,19653,196,135,61,6,15,2,30,8,5
PP6,2,I,20121001T153500000,16,1,0,0,15,0,8528065287115680,8528,2,0,2,1,0,1,0,0,3
PP6,2,I,20121001T153600000,11,2,0,0,9,0,6901626159077360,6902,181,125,56,0,14,0,32,3,2
PP6,2,I,20121001T153700000,0,0,0,0,0,0,0,0,199,144,55,0,20,0,28,0,0
PP6,2,I,20121001T153800000,12,0,0,0,12,0,7015929304550800,7016,129,78,51,4,6,0,15,8,1
PP6,2,I,20121001T153900000,4,3,0,1,0,0,863139326765387,863,156,103,53,0,21,1,22,4,1
PP6,2,I,20121001T154000000,17,4,0,1,12,0,8664675493615840,8665,38,12,26,1,5,0,2,7,1
PP6,2,I,20121001T154100000,12,5,0,0,7,0,7000313071025960,7000,53,39,14,2,4,0,2,0,3
PP6,2,I,20121001T154200000,18,4,1,0,13,0,9893920076671960,9894,1,0,1,0,0,0,0,0,3
PP6,2,I,20121001T154300000,20,7,0,0,9,2,11599119851364300,11599,8,0,8,0,0,2,0,4,6
PP6,2,I,20121001T154400000,12,9,0,2,0,0,5639779244981190,5640,67,23,44,5,8,8,2,10,3
PP6,2,I,20121001T154500000,14,9,0,2,3,0,6124733506787430,6125,82,37,45,0,1,2,11,15,8
PP6,2,I,20121001T154600000,12,7,0,3,0,1,34632333414470500,34632,126,78,48,0,10,0,18,6,0
PP6,2,I,20121001T154700000,16,9,0,3,0,2,4499542046678850,4500,154,98,56,0,11,1,21,11,2
PP6,2,I,20121001T154800000,14,5,0,0,7,1,69711706593119900,69712,9,0,9,0,0,1,0,5,4
PP6,2,I,20121001T154900000,19,10,0,1,4,2,1283349072353410,1283,127,81,46,7,6,1,17,3,1
PP6,2,I,20121001T155000000,15,5,0,1,5,2,12223736871702000,12224,136,87,49,5,19,0,16,1,2
PP6,2,I,20121001T155100000,32,16,0,0,2,7,25309364643309200,25309,35,21,14,0,0,3,1,2,13
PP6,2,I,20121001T155200000,44,19,0,0,4,10,3789686846436250,3790,40,17,23,2,2,2,4,6,6
PP6,2,I,20121001T155300000,16,9,0,1,2,2,12173958110444700,12174,32,0,32,0,11,10,0,8,18
PP6,2,I,20121001T155400000,24,10,0,1,5,4,15388226926691200,15388,50,13,37,9,3,4,4,6,11
PP6,2,I,20121001T155500000,32,17,0,0,2,6,22971941286082000,22972,12,0,12,0,0,3,0,9,6
PP6,2,I,20121001T155600000,36,19,0,1,10,3,20778508519366200,20779,61,23,38,3,12,5,6,10,6
PP6,2,I,20121001T155700000,11,8,0,1,0,1,36031590137463600,36032,191,123,68,0,20,3,29,4,2
PP6,2,I,20121001T155800000,6,5,0,1,0,0,2249292756174150,2249,147,105,42,0,13,0,14,6,2
PP6,2,I,20121001T155900000,37,17,1,4,3,6,20398671528954900,20399,80,48,32,1,5,2,5,10,3
PP6,2,I,20121001T160000000,25,17,0,4,0,2,15460918662967800,15461,65,38,27,0,8,3,4,7,0
PP6,2,I,20121001T160100000,25,19,0,5,1,0,1160429644542800,1160,16,2,14,0,4,0,2,10,1
PP6,2,I,20121001T160200000,10,7,1,2,0,0,3775263989134370,3775,139,89,50,0,5,0,21,6,1
PP6,2,I,20121001T160300000,7,5,0,1,1,0,20203398842124800,20203,151,86,65,0,11,1,23,13,0
PP6,2,I,20121001T160400000,64,20,2,7,23,6,3838246835501780,3838,9,0,9,0,1,2,0,11,8
PP6,2,I,20121001T160500000,44,19,0,4,7,7,3563205614498500,3563,40,20,20,13,1,0,3,2,1
PP6,3,R,20121001T161900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP6,3,R,20121001T162000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP6,3,R,20121001T162100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP6,3,R,20121001T162200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP6,3,R,20121001T162300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP6,3,R,20121001T162400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP6,3,T,20121001T162700000,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,0
PP6,3,T,20121001T162800000,0,0,0,0,0,0,0,0,171,121,50,0,16,0,22,1,0
PP6,3,T,20121001T162900000,0,0,0,0,0,0,0,0,270,204,66,0,10,0,48,0,0
PP6,3,T,20121001T163000000,0,0,0,0,0,0,0,0,245,180,65,0,20,0,39,0,0
PP6,3,T,20121001T163100000,0,0,0,0,0,0,0,0,191,137,54,0,15,0,32,0,0
PP6,3,T,20121001T163200000,4,3,1,0,0,0,2399377242233690,2399,176,130,46,1,15,0,24,2,1
PP6,3,T,20121001T163300000,0,0,0,0,0,0,0,0,238,158,80,0,36,0,38,0,0
PP6,3,T,20121001T163400000,0,0,0,0,0,0,0,0,143,95,48,0,23,0,21,0,0
PP6,3,T,20121001T163500000,0,0,0,0,0,0,0,0,113,79,34,0,11,0,17,0,0
PP6,3,T,20121001T163600000,0,0,0,0,0,0,0,0,163,120,43,0,16,0,22,0,0
PP6,3,T,20121001T163700000,2,2,0,0,0,0,8676376053608730,8676,124,82,42,0,7,1,19,6,3
PP6,3,T,20121001T163800000,5,2,0,0,3,0,36775892250956100,36776,43,28,15,2,5,0,5,1,4
PP6,3,T,20121001T163900000,19,1,0,0,16,1,13646544924001100,13647,4,0,4,0,0,2,0,2,0
PP6,3,T,20121001T164000000,18,8,0,0,4,3,10111819554861500,10112,95,18,77,53,13,3,0,5,6
PP6,3,T,20121001T164100000,40,13,0,2,19,3,21168562320004400,21169,13,0,13,2,2,3,0,11,3
PP6,3,T,20121001T164200000,49,17,0,0,4,14,18847898602052400,18848,29,13,16,0,0,5,0,8,8
PP6,3,T,20121001T164300000,30,14,0,0,0,8,8415076465404450,8415,78,33,45,6,5,1,5,12,5
PP6,3,T,20121001T164400000,10,6,0,0,0,2,3461935420281620,3462,90,34,56,14,5,1,7,11,1
PP6,3,T,20121001T164500000,20,10,0,0,0,5,7399371192656510,7399,89,43,46,2,12,1,3,13,0
PP6,3,T,20121001T164600000,18,9,0,0,3,3,7361346275631260,7361,89,47,42,2,7,2,6,8,5
PP6,3,T,20121001T164700000,23,10,0,4,1,4,7537497144996310,7537,92,40,52,0,5,1,6,18,4
PP6,3,T,20121001T164800000,27,13,0,2,2,5,13159183190718300,13159,59,23,36,0,6,2,4,9,0
PP6,3,T,20121001T164900000,23,11,1,1,10,0,13608800262910200,13609,29,13,16,1,0,1,2,4,1
PP6,3,T,20121001T165000000,24,13,0,1,2,4,13668315786125800,13668,32,16,16,2,0,0,5,5,2
PP6,3,T,20121001T165100000,7,5,0,1,1,0,51114503525514500,51115,149,88,61,13,13,2,23,0,0
PP6,3,T,20121001T165200000,24,11,0,4,5,2,12187270207036700,12187,101,52,49,3,10,2,6,9,0
PP7,1,R,20121002T132300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP7,1,R,20121002T132400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP7,1,R,20121002T132500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP7,1,R,20121002T132600000,1,0,0,0,0,0,10974297244015200,10974,0,0,0,0,0,0,0,0,0
PP7,1,R,20121002T132700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP7,1,R,20121002T132800000,1,0,0,0,0,0,9475230867899730,9475,0,0,0,0,0,0,0,0,0
PP7,1,N,20121002T133100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP7,1,N,20121002T133200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP7,1,N,20121002T133300000,7,2,0,2,0,1,3183931234093010,3184,0,0,0,0,0,0,0,3,0
PP7,1,N,20121002T133400000,11,8,0,3,0,0,6768578558701140,6769,0,0,0,0,0,0,0,6,5
PP7,1,N,20121002T133500000,5,1,0,0,4,0,2711784275277750,2712,0,0,0,0,0,0,0,0,1
PP7,1,N,20121002T133600000,5,1,0,0,4,0,2908913796351620,2909,0,0,0,0,0,0,0,1,0
PP7,1,N,20121002T133700000,35,3,0,1,31,0,17316383518902900,17316,36,28,8,0,0,0,5,1,0
PP7,1,N,20121002T133800000,0,0,0,0,0,0,0,0,235,134,101,0,77,0,20,0,0
PP7,1,N,20121002T133900000,0,0,0,0,0,0,0,0,168,107,61,7,29,0,22,0,0
PP7,1,N,20121002T134000000,0,0,0,0,0,0,0,0,19,15,4,0,0,0,3,0,0
PP7,1,N,20121002T134100000,1,1,0,0,0,0,5649867255077760,5650,224,151,73,1,36,0,33,0,0
PP7,1,N,20121002T134200000,3,2,0,1,0,0,1972216434956110,1972,198,72,126,51,60,0,14,0,0
PP7,1,N,20121002T134300000,0,0,0,0,0,0,0,0,215,126,89,37,20,0,29,0,0
PP7,1,N,20121002T134400000,0,0,0,0,0,0,0,0,122,88,34,0,14,0,16,0,0
PP7,1,N,20121002T134500000,2,2,0,0,0,0,1109059938560120,1109,69,25,44,1,39,0,4,0,0
PP7,1,N,20121002T134600000,6,3,0,1,0,1,40606157443143200,40606,101,50,51,24,16,0,8,0,0
PP7,1,N,20121002T134700000,13,13,0,0,0,0,8033777764344140,8034,104,57,47,1,32,0,6,5,5
PP7,1,N,20121002T134800000,5,1,0,0,4,0,4361518407617230,4362,0,0,0,0,0,0,0,0,1
PP7,1,N,20121002T134900000,3,2,0,0,1,0,25002607496395300,25003,69,49,20,0,5,0,13,3,1
PP7,1,N,20121002T135000000,1,0,0,0,1,0,6266179059043870,6266,0,0,0,0,0,0,0,0,0
PP7,1,N,20121002T135100000,4,2,0,0,0,1,2533427518097700,2533,165,121,44,0,11,0,27,2,0
PP7,1,N,20121002T135200000,14,1,0,0,13,0,8257585986087100,8258,111,65,46,0,14,0,19,5,0
PP7,1,N,20121002T135300000,4,4,0,0,0,0,2786498667856800,2786,78,46,32,7,6,0,7,9,0
PP7,1,N,20121002T135400000,2,1,0,0,1,0,8415014207106740,8415,133,79,54,21,11,0,16,2,1
PP7,1,N,20121002T135500000,13,6,0,1,6,0,7641091793902470,7641,82,58,24,1,3,0,11,5,7
PP7,1,N,20121002T135600000,4,2,0,0,2,0,23151976556989700,23152,121,95,26,0,8,0,11,2,3
PP7,1,N,20121002T135700000,83,1,0,0,80,1,6884501914545660,6885,0,0,0,0,0,0,0,1,1
PP7,1,N,20121002T135800000,12,5,0,0,1,3,9886811441957110,9887,61,0,61,3,2,0,0,14,1
PP7,1,N,20121002T135900000,5,4,0,1,0,0,4113128141278440,4113,102,15,87,0,2,0,2,8,0
PP7,1,N,20121002T140000000,8,4,0,0,2,1,7302990813698970,7303,168,90,78,44,3,0,18,5,2
PP7,1,N,20121002T140100000,8,4,0,0,4,0,5689379462551530,5689,83,24,59,3,47,0,6,2,1
PP7,1,N,20121002T140200000,6,4,0,0,0,1,4207839076630190,4208,119,77,42,0,20,0,18,0,0
PP7,1,N,20121002T140300000,2,1,0,1,0,0,148740982919974,149,83,63,20,6,2,0,9,0,0
PP7,1,N,20121002T140400000,8,4,0,0,2,1,27028290435966800,27028,129,85,44,6,16,0,10,1,5
PP7,1,N,20121002T140500000,8,2,0,0,6,0,4598368339220680,4598,162,88,74,9,29,0,22,2,0
PP7,1,N,20121002T140600000,4,1,0,0,1,1,19225174423061400,19225,88,57,31,6,7,0,10,7,0
PP7,1,N,20121002T140700000,1,0,0,0,1,0,539949071672505,540,95,54,41,12,3,0,10,6,0
PP7,1,N,20121002T140800000,11,5,0,0,0,3,6533357466855240,6533,163,75,88,49,12,0,19,2,0
PP7,1,N,20121002T140900000,8,3,0,0,3,1,33023311867860000,33023,109,31,78,6,54,0,7,3,3
PP7,1,N,20121002T141000000,9,7,0,0,0,1,2911174171890980,2911,113,64,49,0,36,0,11,3,0
PP7,1,N,20121002T141100000,8,2,0,0,4,1,3875881051102110,3876,90,49,41,8,10,2,11,0,0
PP7,1,N,20121002T141200000,0,0,0,0,0,0,0,0,287,184,103,0,61,0,38,0,0
PP7,2,R,20121002T142700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP7,2,R,20121002T142800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP7,2,R,20121002T142900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP7,2,R,20121002T143000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP7,2,R,20121002T143100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP7,2,R,20121002T143200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP7,2,T,20121002T143500000,30,12,0,1,13,2,18732237587900300,18732,55,45,10,0,1,0,4,8,4
PP7,2,T,20121002T143600000,12,5,0,0,7,0,7822075067259020,7822,125,86,39,0,8,0,22,5,0
PP7,2,T,20121002T143700000,0,0,0,0,0,0,0,0,176,130,46,0,6,0,27,0,0
PP7,2,T,20121002T143800000,2,2,0,0,0,0,1858334532424560,1858,163,128,35,0,9,0,19,0,0
PP7,2,T,20121002T143900000,5,2,0,0,1,1,4080859158340480,4081,142,91,51,0,28,0,18,2,0
PP7,2,T,20121002T144000000,0,0,0,0,0,0,0,0,235,151,84,25,22,2,29,0,0
PP7,2,T,20121002T144100000,3,2,0,0,1,0,26288382598918600,26288,189,119,70,26,11,0,25,2,0
PP7,2,T,20121002T144200000,5,1,0,0,4,0,378659912973288,379,193,98,95,24,40,0,19,0,0
PP7,2,T,20121002T144300000,3,2,0,0,1,0,19754452626985100,19754,152,102,50,0,12,0,24,2,0
PP7,2,T,20121002T144400000,0,0,0,0,0,0,0,0,203,148,55,0,18,0,26,0,0
PP7,2,T,20121002T144500000,0,0,0,0,0,0,0,0,192,120,72,19,12,0,31,0,0
PP7,2,T,20121002T144600000,9,3,0,0,6,0,7351207071549560,7351,155,117,38,0,4,0,25,2,0
PP7,2,T,20121002T144700000,31,21,0,1,1,4,21137946226667700,21138,46,30,16,0,0,0,5,7,1
PP7,2,T,20121002T144800000,37,19,3,1,6,4,24783303122814600,24783,46,30,16,0,4,1,5,8,3
PP7,2,T,20121002T144900000,37,18,0,2,1,8,2202148889033230,2202,107,77,30,0,1,0,12,8,0
PP7,2,T,20121002T145000000,21,8,0,0,1,6,14555027540681500,14555,95,59,36,0,7,0,11,2,0
PP7,2,T,20121002T145100000,17,7,0,0,10,0,7592656617895290,7593,129,72,57,0,37,0,9,4,3
PP7,2,T,20121002T145200000,14,4,0,0,8,1,74104316276495700,74104,118,80,38,0,13,0,11,3,0
PP7,2,T,20121002T145300000,11,7,0,0,0,2,2967447496582320,2967,173,109,64,0,16,0,19,2,1
PP7,2,T,20121002T145400000,4,4,0,0,0,0,10902082553116300,10902,243,165,78,22,12,0,29,2,1
PP7,2,T,20121002T145500000,15,15,0,0,0,0,8583655067334060,8584,124,90,34,0,2,0,17,9,3
PP7,2,T,20121002T145600000,4,1,0,1,2,0,29939791488606600,29940,196,137,59,0,27,0,26,0,0
PP7,2,T,20121002T145700000,4,2,0,2,0,0,3181052331750720,3181,248,176,72,15,20,0,32,0,0
PP7,2,T,20121002T145800000,10,6,0,2,0,1,59163151809679000,59163,135,96,39,5,14,0,18,0,0
PP7,2,T,20121002T145900000,12,6,0,0,4,1,7417029498934700,7417,126,77,49,10,17,0,11,4,5
PP7,2,T,20121002T150000000,0,0,0,0,0,0,0,0,243,157,86,10,33,0,31,4,0
PP7,2,T,20121002T150100000,2,2,0,0,0,0,10641708547889200,10642,209,130,79,23,17,0,22,0,0
PP7,3,R,20121002T151300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP7,3,R,20121002T151400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP7,3,R,20121002T151500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP7,3,R,20121002T151600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP7,3,R,20121002T151700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP7,3,R,20121002T151800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP7,3,I,20121002T152100000,36,11,0,2,17,3,2494636877403970,2495,0,0,0,0,0,0,0,9,3
PP7,3,I,20121002T152200000,13,8,0,0,3,1,894367278505032,894,0,0,0,0,0,0,0,4,1
PP7,3,I,20121002T152300000,19,2,0,0,17,0,11503884857211400,11504,0,0,0,0,0,0,0,1,3
PP7,3,I,20121002T152400000,25,3,0,0,22,0,1799216354899330,1799,0,0,0,0,0,0,0,2,2
PP7,3,I,20121002T152500000,20,4,0,2,14,0,13397298302403000,13397,0,0,0,0,0,0,0,0,4
PP7,3,I,20121002T152600000,13,11,0,1,1,0,7587042570050650,7587,0,0,0,0,0,0,0,8,3
PP7,3,I,20121002T152700000,24,13,0,1,6,2,15164326831014100,15164,0,0,0,0,0,0,0,5,3
PP7,3,I,20121002T152800000,23,14,0,1,2,3,15586564566087800,15587,0,0,0,0,0,0,0,4,6
PP7,3,I,20121002T152900000,16,6,0,0,0,5,7839103173596380,7839,0,0,0,0,0,0,0,2,0
PP7,3,I,20121002T153000000,11,8,0,0,1,1,9458746811089150,9459,0,0,0,0,0,0,0,2,0
PP7,3,I,20121002T153100000,15,9,0,0,0,3,10836081344478900,10836,0,0,0,0,0,0,0,6,0
PP7,3,I,20121002T153200000,35,16,3,0,8,4,25723880469969,26,0,0,0,0,0,0,0,6,6
PP7,3,I,20121002T153300000,29,18,0,1,6,2,18827159424557200,18827,0,0,0,0,0,0,0,10,9
PP7,3,I,20121002T153400000,13,7,0,1,3,1,8504906618521520,8505,0,0,0,0,0,0,0,3,7
PP7,3,I,20121002T153500000,3,1,0,0,0,1,37184508702309500,37185,0,0,0,0,0,0,0,0,0
PP7,3,I,20121002T153600000,21,10,0,1,2,4,14496143478019100,14496,0,0,0,0,0,0,0,7,0
PP7,3,I,20121002T153700000,13,8,0,0,0,2,8346276005604710,8346,0,0,0,0,0,0,0,4,0
PP7,3,I,20121002T153800000,39,26,1,2,0,5,30059811099133800,30060,0,0,0,0,0,0,0,13,5
PP7,3,I,20121002T153900000,9,6,0,0,3,0,5810107456389670,5810,0,0,0,0,0,0,0,0,8
PP7,3,I,20121002T154000000,13,5,0,0,6,1,7301421466992160,7301,0,0,0,0,0,0,0,3,3
PP7,3,I,20121002T154100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP7,3,I,20121002T154200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP7,3,I,20121002T154300000,4,4,0,0,0,0,2695000425504390,2695,0,0,0,0,0,0,0,9,2
PP7,3,I,20121002T154400000,46,13,0,0,33,0,22899703503721700,22900,0,0,0,0,0,0,0,4,5
PP7,3,I,20121002T154500000,13,8,0,1,0,2,9396568064808300,9397,0,0,0,0,0,0,0,9,0
PP7,3,I,20121002T154600000,30,12,0,0,14,2,21141573791942400,21142,0,0,0,0,0,0,0,6,3
PP7,3,I,20121002T154700000,1,1,0,0,0,0,9280732729693270,9281,0,0,0,0,0,0,0,1,0
PP7,3,I,20121002T154800000,6,3,0,3,0,0,37663753513952800,37664,0,0,0,0,0,0,0,2,0
PP7,3,I,20121002T154900000,15,4,0,0,11,0,8461464244820150,8461,0,0,0,0,0,0,0,2,1
PP7,3,I,20121002T155000000,23,17,0,0,6,0,14034085501853900,14034,0,0,0,0,0,0,0,6,6
PP7,3,I,20121002T155100000,4,2,0,0,0,1,22971284980620400,22971,0,0,0,0,0,0,0,1,0
PP7,3,I,20121002T155200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP7,3,I,20121002T155300000,14,5,0,3,2,2,92462917729286,92,0,0,0,0,0,0,0,3,0
PP7,3,I,20121002T155400000,27,15,0,1,3,4,22385506779031400,22386,0,0,0,0,0,0,0,4,0
PP7,3,I,20121002T155500000,15,12,0,0,1,1,9926218956111480,9926,0,0,0,0,0,0,0,5,0
PP7,3,I,20121002T155600000,20,14,0,2,2,1,13967096657955400,13967,0,0,0,0,0,0,0,8,11
PP7,3,I,20121002T155700000,8,4,0,0,2,1,4328533415495150,4329,0,0,0,0,0,0,0,3,2
PP7,3,I,20121002T155800000,3,1,0,0,0,1,29797944322386100,29798,0,0,0,0,0,0,0,1,0
PP7,3,I,20121002T155900000,14,8,0,0,2,2,10874214111761100,10874,0,0,0,0,0,0,0,2,0
PP7,3,I,20121002T160000000,22,11,0,0,7,2,13896070366995900,13896,0,0,0,0,0,0,0,6,3
PP7,3,I,20121002T160100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP7,3,I,20121002T160200000,9,2,0,0,7,0,4469969807451020,4470,0,0,0,0,0,0,0,0,2
PP7,3,I,20121002T160300000,6,2,0,0,4,0,3735792601568060,3736,0,0,0,0,0,0,0,1,0
PP8,1,R,20121004T093400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP8,1,R,20121004T093500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP8,1,R,20121004T093600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP8,1,R,20121004T093700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP8,1,R,20121004T093800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP8,1,R,20121004T093900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP8,1,N,20121004T094500000,19,15,0,2,0,1,8644966438162790,8645,25,16,9,0,2,1,3,6,0
PP8,1,N,20121004T094600000,33,7,0,3,19,2,17628642663493900,17629,19,16,3,0,0,0,0,3,3
PP8,1,N,20121004T094700000,46,23,0,0,13,5,30905238661513200,30905,3,0,3,0,0,2,1,13,3
PP8,1,N,20121004T094800000,0,0,0,0,0,0,0,0,88,52,36,0,4,0,15,0,0
PP8,1,N,20121004T094900000,2,2,0,0,0,0,9802232341721510,9802,107,41,66,27,18,0,15,0,0
PP8,1,N,20121004T095000000,7,7,0,0,0,0,4310881955740300,4311,54,29,25,15,3,0,6,3,0
PP8,1,N,20121004T095100000,2,0,0,0,2,0,1413194961779860,1413,0,0,0,0,0,0,0,0,0
PP8,1,N,20121004T095200000,15,2,0,0,11,1,12065895539535800,12066,0,0,0,0,0,0,0,1,0
PP8,1,N,20121004T095300000,17,8,0,1,6,1,1105654086171960,1106,24,16,8,0,1,0,5,7,0
PP8,1,N,20121004T095400000,3,1,0,0,2,0,23476992454735000,23477,63,49,14,0,1,0,10,2,0
PP8,1,N,20121004T095500000,0,0,0,0,0,0,0,0,10,6,4,0,0,0,2,0,0
PP8,1,N,20121004T095600000,6,2,0,0,2,1,26725962961626600,26726,140,99,41,1,14,0,21,0,0
PP8,1,N,20121004T095700000,17,11,0,2,0,2,11968484369017000,11968,85,67,18,0,1,0,12,10,0
PP8,1,N,20121004T095800000,12,8,0,1,1,1,9531408863880560,9531,80,48,32,0,4,0,13,6,0
PP8,1,N,20121004T095900000,37,20,0,2,1,7,23735772397642900,23736,9,0,9,0,3,4,1,13,4
PP8,1,N,20121004T100000000,25,14,0,0,0,5,18014330238140900,18014,56,34,22,0,9,2,9,7,1
